Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2434367, 2278164, 139884, 7963243
1, 909434, 94088, 456036, 3095983
2, 827976, 94246, 755325, 2059798
3, 779989, 95293, 10776268, 1550830
4, 739399, 94791, 7872487, 1161872
5, 700887, 94601, 0, 849411
6, 668673, 94218, 0, 620320
7, 637047, 94276, 0, 463510
8, 612672, 93842, 0, 359696
9, 582424, 93051, 0, 287840
10, 558399, 92511, 0, 235377
11, 537246, 93092, 0, 195606
12, 517058, 93412, 0, 163487
13, 491962, 91937, 0, 138113
14, 469059, 91915, 0, 117098
15, 450993, 91647, 0, 99329
16, 430399, 91233, 0, 85801
17, 410564, 91143, 0, 73533
18, 393873, 90288, 0, 62775
19, 379656, 89835, 0, 53903
20, 359614, 90104, 0, 46502
21, 346172, 89253, 0, 40453
22, 334184, 88031, 0, 34960
23, 319943, 88437, 0, 30435
24, 304884, 87659, 0, 26267
25, 291483, 87065, 0, 23045
26, 276263, 86960, 0, 19932
27, 266139, 86486, 0, 17289
28, 250846, 86160, 0, 14944
29, 243092, 86289, 0, 13461
30, 231762, 85351, 0, 11410
31, 220804, 84561, 0, 10204
32, 209835, 84206, 0, 8869
33, 200099, 84254, 0, 7751
34, 191876, 83637, 0, 6788
35, 184357, 83427, 0, 6166
36, 176401, 82537, 0, 5210
37, 170719, 82256, 0, 4602
38, 163349, 81647, 0, 3969
39, 158765, 81602, 0, 3594
40, 148221, 80557, 0, 3126
41, 139725, 80834, 0, 2739
42, 133210, 80112, 0, 2377
43, 124332, 79487, 0, 2149
44, 116602, 78844, 0, 1881
45, 108479, 78582, 0, 1653
46, 99663, 77968, 0, 1494
47, 90834, 78047, 0, 1286
48, 86796, 77716, 0, 1179
49, 79294, 77225, 0, 1031
50, 71939, 76900, 0, 883
51, 63260, 76164, 0, 752
52, 54976, 75552, 0, 667
53, 46673, 75162, 0, 570
54, 40840, 75245, 0, 507
55, 34126, 74407, 0, 483
56, 27773, 74602, 0, 423
