Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2459812, 2305595, 138533, 7945185
1, 924325, 94580, 461498, 3094670
2, 835679, 95153, 766105, 2066452
3, 780616, 95113, 10780687, 1555220
4, 738756, 95739, 7853177, 1164319
5, 706514, 95421, 0, 853109
6, 667864, 95721, 0, 621943
7, 644095, 95209, 0, 463593
8, 618760, 94776, 0, 360720
9, 588713, 94875, 0, 286773
10, 558881, 94872, 0, 235602
11, 537291, 94056, 0, 194570
12, 517941, 93858, 0, 164168
13, 497072, 93349, 0, 138141
14, 473545, 92804, 0, 117628
15, 446831, 91975, 0, 100252
16, 424561, 92729, 0, 85221
17, 409460, 91243, 0, 73033
18, 391802, 90601, 0, 63042
19, 379010, 91417, 0, 54422
20, 365304, 90530, 0, 46281
21, 348147, 89528, 0, 40364
22, 333203, 89196, 0, 35055
23, 321407, 88927, 0, 30441
24, 308334, 87989, 0, 26212
25, 293412, 88615, 0, 23116
26, 283041, 87484, 0, 19895
27, 273410, 86891, 0, 17427
28, 264173, 85534, 0, 15063
29, 251402, 85905, 0, 13301
30, 240670, 85026, 0, 11535
31, 229275, 84435, 0, 9945
32, 216018, 83414, 0, 8804
33, 203696, 83256, 0, 7707
34, 195757, 82818, 0, 6781
35, 187210, 82994, 0, 5955
36, 174005, 82090, 0, 5324
37, 168293, 82672, 0, 4595
38, 157478, 81811, 0, 3991
39, 147213, 81230, 0, 3595
40, 138272, 80397, 0, 3121
41, 129985, 80095, 0, 2724
42, 121261, 79862, 0, 2326
43, 114133, 79420, 0, 2113
44, 108284, 78724, 0, 1843
45, 99462, 78784, 0, 1672
46, 90926, 78586, 0, 1505
47, 82631, 77598, 0, 1289
48, 73386, 76696, 0, 1165
49, 67244, 77232, 0, 979
50, 60424, 76105, 0, 896
51, 55013, 76067, 0, 817
52, 50257, 75544, 0, 644
53, 43517, 75631, 0, 633
54, 36823, 75541, 0, 566
55, 32769, 75088, 0, 469
56, 27491, 75297, 0, 405
57, 22375, 74672, 0, 364
58, 17900, 73629, 0, 312
59, 15540, 73849, 0, 292
60, 12829, 72989, 0, 223
61, 9747, 72592, 0, 244
62, 7663, 72491, 0, 198
63, 5886, 71802, 0, 182
64, 4160, 71111, 0, 1518
65, 2773, 71560, 0, 5
66, 1803, 71620, 0, 10
67, 1242, 70634, 0, 7
68, 994, 71240, 0, 2
69, 665, 70092, 0, 4
70, 509, 69591, 0, 3
71, 371, 69094, 0, 1
72, 375, 69008, 0, 2
73, 177, 68969, 0, 1
74, 90, 68100, 0, 3
75, 13, 67311, 0, 1
76, 16, 66975, 0, 1
77, 15, 67343, 0, 1
78, 3, 66691, 0, 1
79, 0, 66488, 0, 0
80, 0, 65589, 0, 4
81, 0, 66128, 0, 0
82, 0, 65595, 0, 0
83, 0, 65667, 0, 1
84, 0, 64428, 0, 1
85, 0, 64614, 0, 0
86, 0, 64422, 0, 0
87, 0, 63717, 0, 0
88, 0, 63723, 0, 0
89, 0, 63096, 0, 0
90, 0, 62955, 0, 0
91, 0, 62592, 0, 0
92, 0, 62351, 0, 0
93, 0, 62109, 0, 0
94, 0, 62103, 0, 0
95, 0, 61573, 0, 0
96, 0, 61555, 0, 0
97, 0, 60881, 0, 0
98, 0, 60589, 0, 0
99, 0, 59832, 0, 0
100, 0, 59947, 0, 0
101, 0, 60047, 0, 1
102, 0, 59162, 0, 0
103, 0, 58757, 0, 0
104, 0, 58330, 0, 0
105, 0, 58453, 0, 0
106, 0, 58402, 0, 0
107, 0, 57845, 0, 0
108, 0, 57201, 0, 0
109, 0, 57488, 0, 0
110, 0, 56785, 0, 0
111, 0, 56349, 0, 0
112, 0, 55929, 0, 0
113, 0, 55745, 0, 0
