Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2495379, 2334554, 141992, 7939884
1, 931071, 95658, 466841, 3103499
2, 833899, 96376, 776374, 2065939
3, 783646, 95742, 10767927, 1559280
4, 745832, 96839, 7846866, 1167399
5, 710150, 96347, 0, 852059
6, 679669, 96125, 0, 620864
7, 646286, 95808, 0, 463553
8, 616271, 95244, 0, 358508
9, 588537, 95109, 0, 286156
10, 562532, 95012, 0, 234831
11, 541499, 94288, 0, 194993
12, 517595, 94374, 0, 162874
13, 486905, 94045, 0, 137658
14, 473151, 92338, 0, 116920
15, 458642, 92744, 0, 99688
16, 436086, 92736, 0, 85420
17, 416357, 92021, 0, 73057
18, 400214, 90907, 0, 62484
19, 378238, 91128, 0, 54055
20, 362322, 90217, 0, 46609
21, 344796, 90417, 0, 40174
22, 328942, 89019, 0, 34802
23, 311434, 88690, 0, 30259
24, 298527, 88423, 0, 26338
25, 284859, 88177, 0, 22944
26, 268859, 87811, 0, 20000
27, 250689, 87216, 0, 17290
28, 236037, 87080, 0, 15107
29, 227193, 86524, 0, 13144
30, 219240, 86853, 0, 11651
31, 207562, 85669, 0, 9926
32, 196640, 85882, 0, 8881
33, 190174, 84304, 0, 7531
34, 185017, 83688, 0, 6822
35, 177096, 83219, 0, 5899
36, 173623, 83262, 0, 5171
37, 166313, 82966, 0, 4566
38, 157907, 82616, 0, 4000
39, 152861, 82254, 0, 3564
40, 148148, 81057, 0, 3095
41, 138052, 80526, 0, 2665
42, 131898, 80818, 0, 2380
43, 123508, 80325, 0, 2055
44, 114748, 79515, 0, 1838
45, 107903, 79116, 0, 1727
46, 98861, 79153, 0, 1482
47, 91148, 78150, 0, 1282
48, 83161, 78022, 0, 1173
49, 77380, 77662, 0, 935
50, 70349, 77031, 0, 830
51, 63185, 77337, 0, 792
52, 55312, 77049, 0, 654
53, 46866, 75906, 0, 603
54, 38575, 75560, 0, 487
55, 32759, 75163, 0, 488
56, 27649, 75020, 0, 421
57, 22248, 74814, 0, 322
58, 17636, 73644, 0, 302
59, 14168, 74181, 0, 308
60, 11959, 73898, 0, 227
61, 9957, 73586, 0, 237
62, 8110, 73085, 0, 207
63, 6428, 72863, 0, 183
64, 4988, 71959, 0, 1452
65, 4016, 71551, 0, 4
66, 2686, 71516, 0, 3
67, 2196, 71012, 0, 5
68, 1413, 71039, 0, 4
69, 957, 69618, 0, 5
70, 630, 69563, 0, 2
71, 219, 69182, 0, 4
72, 342, 68945, 0, 8
73, 231, 68626, 0, 2
74, 99, 68337, 0, 2
75, 107, 68058, 0, 1
76, 39, 67364, 0, 0
77, 19, 67291, 0, 2
78, 0, 67539, 0, 3
79, 0, 66518, 0, 0
80, 0, 66202, 0, 2
81, 0, 65938, 0, 1
82, 0, 65572, 0, 2
83, 0, 66165, 0, 0
84, 0, 65186, 0, 0
85, 0, 64586, 0, 1
86, 0, 64465, 0, 0
87, 0, 64376, 0, 0
88, 0, 63724, 0, 1
89, 0, 63683, 0, 0
90, 0, 63731, 0, 0
91, 0, 62552, 0, 0
92, 0, 62651, 0, 0
93, 0, 62308, 0, 0
94, 0, 62302, 0, 0
95, 0, 61808, 0, 0
96, 0, 61205, 0, 0
97, 0, 60745, 0, 0
98, 0, 60546, 0, 0
