Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2414785, 2262595, 137037, 7949279
1, 911557, 94007, 454265, 3105093
2, 819762, 94687, 751350, 2061630
3, 768432, 94028, 10798746, 1552788
4, 729326, 94713, 7858602, 1162346
5, 694488, 93718, 0, 849326
6, 660961, 93894, 0, 621369
7, 631720, 93625, 0, 463887
8, 607389, 93472, 0, 360316
9, 579937, 93558, 0, 288541
10, 555275, 93942, 0, 235282
11, 530208, 92816, 0, 195966
12, 508013, 91780, 0, 163655
13, 484759, 91860, 0, 138027
14, 463362, 91983, 0, 117008
15, 439345, 90660, 0, 99842
16, 421076, 90536, 0, 85113
17, 403609, 90790, 0, 72953
18, 380863, 89080, 0, 62463
19, 366301, 89179, 0, 53951
20, 353771, 88613, 0, 46905
21, 342930, 88663, 0, 40435
22, 324335, 88141, 0, 34733
23, 313411, 87119, 0, 30092
24, 301411, 86578, 0, 26156
25, 292763, 86016, 0, 22814
26, 280348, 85706, 0, 19752
27, 272447, 85486, 0, 17408
28, 259947, 85087, 0, 15072
29, 249014, 85299, 0, 13006
30, 235796, 83761, 0, 11471
31, 227610, 84317, 0, 10181
32, 216139, 83782, 0, 8713
33, 209418, 83448, 0, 7878
34, 199765, 82302, 0, 6885
35, 194188, 82225, 0, 5989
36, 186619, 81559, 0, 5191
37, 176991, 81233, 0, 4470
38, 170624, 80462, 0, 4054
39, 162478, 80179, 0, 3527
40, 154142, 79766, 0, 3043
41, 144416, 79063, 0, 2742
42, 137642, 78595, 0, 2418
43, 131805, 77634, 0, 2195
44, 125346, 77996, 0, 1801
45, 119308, 78088, 0, 1695
46, 112151, 77507, 0, 1441
47, 101102, 77480, 0, 1266
48, 91114, 76912, 0, 1119
49, 82851, 76359, 0, 962
50, 75221, 75774, 0, 813
51, 65846, 75561, 0, 770
52, 57791, 75561, 0, 736
53, 48470, 75597, 0, 643
54, 40382, 74117, 0, 559
55, 35344, 73965, 0, 464
56, 28128, 73998, 0, 461
57, 23100, 73092, 0, 344
58, 19237, 72684, 0, 327
59, 14839, 72581, 0, 266
60, 11622, 72470, 0, 271
61, 9556, 71858, 0, 226
62, 6918, 71813, 0, 205
63, 5732, 71215, 0, 173
64, 4321, 70972, 0, 1421
65, 2997, 69728, 0, 7
66, 2143, 70340, 0, 4
