Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2445893, 2288716, 139183, 7950801
1, 917355, 94421, 455046, 3101162
2, 832980, 94693, 761386, 2059802
3, 783956, 95018, 10784496, 1553672
4, 748646, 95044, 7859889, 1165865
5, 715195, 94768, 0, 849851
6, 684200, 94798, 0, 621152
7, 653385, 94845, 0, 464442
8, 619673, 94590, 0, 359198
9, 593448, 94469, 0, 287096
10, 566345, 94032, 0, 235508
11, 545856, 93705, 0, 195281
12, 530269, 93355, 0, 163359
13, 504744, 92933, 0, 138370
14, 479331, 92416, 0, 117400
15, 456944, 92189, 0, 100248
16, 436648, 91583, 0, 85424
17, 415951, 91135, 0, 73289
18, 393230, 90807, 0, 62650
19, 375120, 90763, 0, 54057
20, 360423, 90529, 0, 46975
21, 336695, 90097, 0, 39977
22, 322629, 89551, 0, 35013
23, 308352, 89088, 0, 30314
24, 295768, 89456, 0, 26228
25, 281146, 88737, 0, 22858
26, 268567, 87956, 0, 19783
27, 259323, 87447, 0, 17487
28, 248078, 87136, 0, 15009
29, 235665, 86410, 0, 13111
30, 225511, 86178, 0, 11521
31, 216213, 86459, 0, 10169
32, 207005, 85940, 0, 8820
33, 193951, 85680, 0, 7684
34, 184587, 85238, 0, 6897
35, 176409, 84370, 0, 5973
36, 170456, 83841, 0, 5238
37, 162064, 83687, 0, 4487
38, 155528, 82929, 0, 3919
39, 148094, 82683, 0, 3502
40, 139792, 82068, 0, 3088
41, 133096, 82258, 0, 2714
42, 125661, 81514, 0, 2387
43, 120627, 81359, 0, 2082
44, 114706, 80173, 0, 1889
45, 108827, 79987, 0, 1701
46, 102601, 79337, 0, 1462
47, 95841, 78976, 0, 1273
48, 86342, 78739, 0, 1074
49, 76080, 78387, 0, 966
50, 67698, 77957, 0, 857
51, 62883, 77996, 0, 802
52, 55907, 77962, 0, 675
53, 46468, 77210, 0, 625
54, 38445, 76619, 0, 504
55, 32590, 76514, 0, 485
56, 28767, 75494, 0, 429
57, 24448, 75814, 0, 349
58, 19721, 75969, 0, 338
59, 16909, 74695, 0, 300
