Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2396608, 2243281, 138902, 7975186
1, 897380, 92497, 451063, 3094795
2, 807398, 92091, 743041, 2057428
3, 753608, 93025, 10780708, 1548337
4, 716618, 92460, 7886286, 1158180
5, 687268, 92424, 0, 845578
6, 669329, 91853, 0, 619964
7, 638575, 92136, 0, 464011
8, 605581, 92772, 0, 358093
9, 578879, 91695, 0, 288360
10, 558377, 92157, 0, 235265
11, 531890, 90972, 0, 196220
12, 514968, 90839, 0, 163659
13, 490928, 90709, 0, 137848
14, 463974, 89713, 0, 117079
15, 440991, 89507, 0, 99895
16, 424011, 88773, 0, 85469
17, 409197, 88741, 0, 73375
18, 394471, 87498, 0, 63021
19, 377030, 87153, 0, 54381
20, 363364, 87294, 0, 46937
21, 345900, 86614, 0, 40391
22, 330196, 86759, 0, 34882
23, 312492, 85789, 0, 30631
24, 298096, 85722, 0, 26417
25, 288916, 85296, 0, 23121
26, 275681, 84474, 0, 19980
27, 264649, 84650, 0, 17245
28, 250603, 84203, 0, 15271
29, 242048, 84261, 0, 13334
30, 234631, 83033, 0, 11785
31, 224494, 82764, 0, 10246
32, 219696, 82097, 0, 8865
33, 210607, 81524, 0, 7734
34, 203542, 80658, 0, 6700
35, 195381, 81009, 0, 5896
36, 187144, 80378, 0, 5248
37, 178811, 80046, 0, 4639
38, 169592, 80077, 0, 4091
39, 163594, 79655, 0, 3574
40, 158652, 79557, 0, 3167
41, 149845, 78826, 0, 2772
42, 141286, 78561, 0, 2416
43, 136163, 77835, 0, 2133
44, 129811, 77911, 0, 1895
45, 117751, 78034, 0, 1626
46, 107592, 77108, 0, 1434
47, 99002, 76681, 0, 1294
48, 91273, 76204, 0, 1170
49, 83933, 75511, 0, 965
50, 72691, 75645, 0, 923
51, 64338, 74804, 0, 807
52, 57152, 74770, 0, 695
53, 51587, 74133, 0, 640
54, 43502, 74584, 0, 534
55, 37317, 73699, 0, 480
56, 31065, 73526, 0, 446
57, 25156, 73406, 0, 416
58, 20499, 73099, 0, 312
59, 15771, 72846, 0, 275
60, 12296, 72314, 0, 293
61, 9569, 72215, 0, 218
62, 7163, 72206, 0, 207
63, 5464, 71091, 0, 171
64, 3630, 71035, 0, 1536
65, 2665, 70243, 0, 5
66, 2405, 70479, 0, 6
67, 1826, 68956, 0, 5
68, 1599, 69429, 0, 4
69, 1031, 69314, 0, 1
70, 555, 68660, 0, 1
71, 383, 68242, 0, 2
72, 220, 68053, 0, 3
73, 129, 67996, 0, 4
74, 53, 67582, 0, 3
75, 48, 66833, 0, 2
76, 53, 66060, 0, 0
77, 7, 65869, 0, 1
78, 0, 65770, 0, 4
79, 0, 65066, 0, 0
80, 0, 64941, 0, 0
81, 0, 64381, 0, 0
82, 0, 64714, 0, 0
83, 0, 64635, 0, 0
84, 0, 63920, 0, 0
85, 0, 63840, 0, 1
86, 0, 63276, 0, 0
87, 0, 62894, 0, 0
88, 0, 62071, 0, 0
89, 0, 62605, 0, 0
90, 0, 62104, 0, 0
91, 0, 61918, 0, 0
92, 0, 61518, 0, 0
93, 0, 60804, 0, 0
94, 0, 61296, 0, 1
95, 0, 60597, 0, 1
96, 0, 60628, 0, 0
97, 0, 60820, 0, 0
98, 0, 59760, 0, 0
99, 0, 60041, 0, 0
100, 0, 59681, 0, 0
101, 0, 58797, 0, 0
102, 0, 59504, 0, 0
103, 0, 59069, 0, 0
104, 0, 58363, 0, 0
