Adjusted Message Count, Adjusted Occurrence in Buffer from Source, Adjusted Occurrence in Buffer from Source1, Adjusted Occurrence in Service from Source, Adjusted Occurrence in Service from Source1
0, 0.122991, 0.11528, 0.00692665, 0.397259
1, 0.0462163, 0.004729, 0.0230749, 0.154733
2, 0.041784, 0.00475765, 0.0383052, 0.103323
3, 0.0390308, 0.00475565, 0.539034, 0.077761
4, 0.0369378, 0.00478695, 0.392659, 0.058216
5, 0.0353257, 0.00477105, 0, 0.0426554
6, 0.0333932, 0.00478605, 0, 0.0310972
7, 0.0322047, 0.00476045, 0, 0.0231796
8, 0.030938, 0.0047388, 0, 0.018036
9, 0.0294357, 0.00474375, 0, 0.0143386
10, 0.0279441, 0.0047436, 0, 0.0117801
11, 0.0268646, 0.0047028, 0, 0.0097285
12, 0.0258971, 0.0046929, 0, 0.0082084
13, 0.0248536, 0.00466745, 0, 0.00690705
14, 0.0236773, 0.0046402, 0, 0.0058814
15, 0.0223416, 0.00459875, 0, 0.0050126
16, 0.021228, 0.00463645, 0, 0.00426105
17, 0.020473, 0.00456215, 0, 0.00365165
18, 0.0195901, 0.00453005, 0, 0.0031521
19, 0.0189505, 0.00457085, 0, 0.0027211
20, 0.0182652, 0.0045265, 0, 0.00231405
21, 0.0174073, 0.0044764, 0, 0.0020182
22, 0.0166601, 0.0044598, 0, 0.00175275
23, 0.0160704, 0.00444635, 0, 0.00152205
24, 0.0154167, 0.00439945, 0, 0.0013106
25, 0.0146706, 0.00443075, 0, 0.0011558
26, 0.014152, 0.0043742, 0, 0.00099475
27, 0.0136705, 0.00434455, 0, 0.00087135
28, 0.0132087, 0.0042767, 0, 0.00075315
29, 0.0125701, 0.00429525, 0, 0.00066505
30, 0.0120335, 0.0042513, 0, 0.00057675
31, 0.0114637, 0.00422175, 0, 0.00049725
32, 0.0108009, 0.0041707, 0, 0.0004402
33, 0.0101848, 0.0041628, 0, 0.00038535
34, 0.00978785, 0.0041409, 0, 0.00033905
35, 0.0093605, 0.0041497, 0, 0.00029775
36, 0.00870025, 0.0041045, 0, 0.0002662
37, 0.00841465, 0.0041336, 0, 0.00022975
38, 0.0078739, 0.00409055, 0, 0.00019955
39, 0.00736065, 0.0040615, 0, 0.00017975
40, 0.0069136, 0.00401985, 0, 0.00015605
41, 0.00649925, 0.00400475, 0, 0.0001362
42, 0.00606305, 0.0039931, 0, 0.0001163
43, 0.00570665, 0.003971, 0, 0.00010565
44, 0.0054142, 0.0039362, 0, 9.215e-05
45, 0.0049731, 0.0039392, 0, 8.36e-05
46, 0.0045463, 0.0039293, 0, 7.525e-05
47, 0.00413155, 0.0038799, 0, 6.445e-05
48, 0.0036693, 0.0038348, 0, 5.825e-05
49, 0.0033622, 0.0038616, 0, 4.895e-05
50, 0.0030212, 0.00380525, 0, 4.48e-05
51, 0.00275065, 0.00380335, 0, 4.085e-05
52, 0.00251285, 0.0037772, 0, 3.22e-05
53, 0.00217585, 0.00378155, 0, 3.165e-05
54, 0.00184115, 0.00377705, 0, 2.83e-05
55, 0.00163845, 0.0037544, 0, 2.345e-05
56, 0.00137455, 0.00376485, 0, 2.025e-05
57, 0.00111875, 0.0037336, 0, 1.82e-05
58, 0.000895, 0.00368145, 0, 1.56e-05
59, 0.000777, 0.00369245, 0, 1.46e-05
60, 0.00064145, 0.00364945, 0, 1.115e-05
61, 0.00048735, 0.0036296, 0, 1.22e-05
62, 0.00038315, 0.00362455, 0, 9.9e-06
63, 0.0002943, 0.0035901, 0, 9.1e-06
64, 0.000208, 0.00355555, 0, 7.59e-05
65, 0.00013865, 0.003578, 0, 2.5e-07
66, 9.015e-05, 0.003581, 0, 5e-07
67, 6.21e-05, 0.0035317, 0, 3.5e-07
68, 4.97e-05, 0.003562, 0, 1e-07
69, 3.325e-05, 0.0035046, 0, 2e-07
70, 2.545e-05, 0.00347955, 0, 1.5e-07
71, 1.855e-05, 0.0034547, 0, 5e-08
72, 1.875e-05, 0.0034504, 0, 1e-07
73, 8.85e-06, 0.00344845, 0, 5e-08
74, 4.5e-06, 0.003405, 0, 1.5e-07
75, 6.5e-07, 0.00336555, 0, 5e-08
76, 8e-07, 0.00334875, 0, 5e-08
77, 7.5e-07, 0.00336715, 0, 5e-08
78, 1.5e-07, 0.00333455, 0, 5e-08
79, 0, 0.0033244, 0, 0
80, 0, 0.00327945, 0, 2e-07
81, 0, 0.0033064, 0, 0
82, 0, 0.00327975, 0, 0
83, 0, 0.00328335, 0, 5e-08
84, 0, 0.0032214, 0, 5e-08
85, 0, 0.0032307, 0, 0
86, 0, 0.0032211, 0, 0
87, 0, 0.00318585, 0, 0
88, 0, 0.00318615, 0, 0
89, 0, 0.0031548, 0, 0
90, 0, 0.00314775, 0, 0
91, 0, 0.0031296, 0, 0
92, 0, 0.00311755, 0, 0
93, 0, 0.00310545, 0, 0
94, 0, 0.00310515, 0, 0
95, 0, 0.00307865, 0, 0
96, 0, 0.00307775, 0, 0
97, 0, 0.00304405, 0, 0
98, 0, 0.00302945, 0, 0
99, 0, 0.0029916, 0, 0
100, 0, 0.00299735, 0, 0
101, 0, 0.00300235, 0, 5e-08
102, 0, 0.0029581, 0, 0
103, 0, 0.00293785, 0, 0
104, 0, 0.0029165, 0, 0
105, 0, 0.00292265, 0, 0
106, 0, 0.0029201, 0, 0
107, 0, 0.00289225, 0, 0
108, 0, 0.00286005, 0, 0
109, 0, 0.0028744, 0, 0
110, 0, 0.00283925, 0, 0
111, 0, 0.00281745, 0, 0
112, 0, 0.00279645, 0, 0
113, 0, 0.00278725, 0, 0
