Adjusted Message Count, Adjusted Occurrence in Buffer from Source, Adjusted Occurrence in Buffer from Source1, Adjusted Occurrence in Service from Source, Adjusted Occurrence in Service from Source1
0, 0.1239, 0.115869, 0.00706975, 0.397335
1, 0.046052, 0.0047348, 0.0233847, 0.15471
2, 0.0408587, 0.00476175, 0.0384459, 0.103255
3, 0.038517, 0.00480925, 0.538368, 0.077919
4, 0.0366838, 0.0047883, 0.392731, 0.058383
5, 0.0349814, 0.00473425, 0, 0.0425982
6, 0.0335707, 0.00481465, 0, 0.0310615
7, 0.0319308, 0.00473315, 0, 0.0231994
8, 0.0307246, 0.00472185, 0, 0.0179608
9, 0.0295491, 0.00470085, 0, 0.0143845
10, 0.0278142, 0.0046832, 0, 0.0117234
11, 0.0266293, 0.0046852, 0, 0.00975355
12, 0.0258757, 0.004604, 0, 0.00819145
13, 0.0243904, 0.00458785, 0, 0.00688525
14, 0.0234387, 0.0045628, 0, 0.0058487
15, 0.0225616, 0.00456085, 0, 0.0049761
16, 0.0216098, 0.00451145, 0, 0.0042654
17, 0.0207125, 0.0044881, 0, 0.0036544
18, 0.0198495, 0.0044603, 0, 0.00312665
19, 0.019178, 0.00446135, 0, 0.00269645
20, 0.0181561, 0.00443315, 0, 0.00233075
21, 0.017297, 0.0044072, 0, 0.0020123
22, 0.0166988, 0.00435415, 0, 0.00174435
23, 0.0160891, 0.00435635, 0, 0.0015196
24, 0.0154147, 0.0043062, 0, 0.0013202
25, 0.0148341, 0.00428875, 0, 0.0011412
26, 0.0140326, 0.0043093, 0, 0.00098775
27, 0.0135109, 0.00425185, 0, 0.00087425
28, 0.0127893, 0.0042861, 0, 0.00076225
29, 0.0121829, 0.0042438, 0, 0.00065495
30, 0.0117255, 0.0042409, 0, 0.00057315
31, 0.0113653, 0.00421675, 0, 0.00050905
32, 0.0108581, 0.0042182, 0, 0.0004412
33, 0.0101832, 0.0041555, 0, 0.00038165
34, 0.00950955, 0.00415425, 0, 0.0003371
35, 0.00898415, 0.0041597, 0, 0.0003042
36, 0.0085073, 0.0041537, 0, 0.00025705
37, 0.0081606, 0.0041426, 0, 0.0002252
38, 0.00780805, 0.004098, 0, 0.00020675
39, 0.0074751, 0.00406395, 0, 0.0001773
40, 0.00701425, 0.0040495, 0, 0.0001501
41, 0.00675975, 0.0040327, 0, 0.0001345
42, 0.0063457, 0.00402225, 0, 0.000118
43, 0.00593645, 0.00398185, 0, 0.00010905
44, 0.00566205, 0.00395965, 0, 9.555e-05
45, 0.0052168, 0.0039255, 0, 8.195e-05
46, 0.00496845, 0.0038885, 0, 6.935e-05
47, 0.0044677, 0.0039401, 0, 6.375e-05
48, 0.0040992, 0.00387875, 0, 5.9e-05
49, 0.00375865, 0.00384575, 0, 4.845e-05
50, 0.00345335, 0.0038796, 0, 4.265e-05
51, 0.00302625, 0.00381215, 0, 3.715e-05
52, 0.0026425, 0.0037953, 0, 3.47e-05
53, 0.00224015, 0.003782, 0, 3.065e-05
54, 0.0019547, 0.0037876, 0, 2.735e-05
55, 0.00156585, 0.0037294, 0, 2.35e-05
56, 0.00138345, 0.0037047, 0, 2.045e-05
57, 0.0010986, 0.0036885, 0, 1.81e-05
58, 0.00090555, 0.00367935, 0, 1.655e-05
59, 0.00073015, 0.0036609, 0, 1.4e-05
60, 0.00057125, 0.00365545, 0, 1.25e-05
61, 0.000445, 0.0035871, 0, 1.195e-05
62, 0.00036295, 0.0035964, 0, 8.45e-06
63, 0.00026585, 0.00356865, 0, 9.55e-06
64, 0.00020155, 0.00354035, 0, 7.27e-05
65, 0.0001565, 0.003545, 0, 3.5e-07
66, 0.00010975, 0.00353355, 0, 1.5e-07
67, 7.575e-05, 0.003505, 0, 4e-07
68, 5.98e-05, 0.00348435, 0, 1e-07
69, 4.56e-05, 0.0034552, 0, 2e-07
70, 1.84e-05, 0.00344215, 0, 2e-07
71, 1.07e-05, 0.00342625, 0, 5e-08
72, 1.185e-05, 0.00342575, 0, 1e-07
73, 1.355e-05, 0.003387, 0, 5e-08
74, 5.1e-06, 0.00337945, 0, 0
75, 5.05e-06, 0.0033463, 0, 1.5e-07
76, 1.3e-06, 0.0033766, 0, 1.5e-07
77, 3e-07, 0.00332375, 0, 5e-08
78, 0, 0.0032913, 0, 1e-07
79, 0, 0.00330725, 0, 0
80, 0, 0.0032707, 0, 5e-08
81, 0, 0.00327585, 0, 5e-08
82, 0, 0.00323935, 0, 0
83, 0, 0.00323365, 0, 5e-08
84, 0, 0.0032111, 0, 5e-08
85, 0, 0.00319715, 0, 0
86, 0, 0.0031758, 0, 0
87, 0, 0.0031936, 0, 5e-08
88, 0, 0.0031583, 0, 5e-08
89, 0, 0.00315545, 0, 0
90, 0, 0.003139, 0, 5e-08
91, 0, 0.0031204, 0, 0
92, 0, 0.0031062, 0, 0
93, 0, 0.00310725, 0, 0
94, 0, 0.0030691, 0, 5e-08
95, 0, 0.0030527, 0, 0
96, 0, 0.00303075, 0, 0
97, 0, 0.00304255, 0, 0
98, 0, 0.00302405, 0, 0
99, 0, 0.0030386, 0, 5e-08
100, 0, 0.0030162, 0, 0
101, 0, 0.00298505, 0, 0
102, 0, 0.00296195, 0, 0
103, 0, 0.00296365, 0, 0
104, 0, 0.0029531, 0, 0
105, 0, 0.002931, 0, 0
106, 0, 0.00291075, 0, 0
107, 0, 0.00290905, 0, 0
108, 0, 0.0028932, 0, 0
109, 0, 0.0028664, 0, 0
110, 0, 0.00286585, 0, 0
111, 0, 0.0028588, 0, 0
112, 0, 0.0028328, 0, 0
113, 0, 0.0028053, 0, 0
114, 0, 0.00279305, 0, 0
115, 0, 0.0027794, 0, 0
116, 0, 0.00279465, 0, 0
117, 0, 0.0027803, 0, 0
118, 0, 0.0027431, 0, 0
119, 0, 0.00271075, 0, 0
120, 0, 0.0026954, 0, 0
121, 0, 0.0026882, 0, 0
122, 0, 0.00267485, 0, 0
123, 0, 0.00263895, 0, 0
124, 0, 0.00264015, 0, 0
125, 0, 0.0026236, 0, 0
126, 0, 0.00259965, 0, 0
127, 0, 0.0026007, 0, 0
128, 0, 0.0025975, 0, 0
129, 0, 0.00254795, 0, 0
130, 0, 0.0025489, 0, 0
