Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2411011, 2258225, 136627, 7958109
1, 911186, 93135, 450103, 3100418
2, 819362, 93979, 750279, 2062282
3, 768604, 93703, 10795886, 1549001
4, 727516, 93565, 7867105, 1160638
5, 694465, 93321, 0, 846738
6, 666372, 93953, 0, 619087
7, 635465, 93431, 0, 464849
8, 610593, 93063, 0, 359734
9, 584292, 93247, 0, 288857
10, 561161, 92744, 0, 235735
11, 537775, 91935, 0, 196382
12, 514845, 92428, 0, 163793
13, 489874, 91664, 0, 138272
14, 467936, 91444, 0, 117269
15, 453437, 91145, 0, 100201
16, 434046, 89887, 0, 85907
17, 415646, 90271, 0, 73445
18, 394336, 90172, 0, 62588
19, 374391, 89346, 0, 54468
20, 359634, 89116, 0, 46690
21, 340614, 88837, 0, 40200
22, 328006, 87951, 0, 35004
23, 311983, 87914, 0, 30317
24, 300162, 87238, 0, 26341
25, 284984, 87006, 0, 22936
26, 272897, 86136, 0, 19922
27, 263815, 86279, 0, 17309
28, 256435, 85274, 0, 14973
29, 249105, 85359, 0, 13282
30, 240930, 84446, 0, 11616
31, 228459, 83500, 0, 10103
32, 213337, 83967, 0, 8834
33, 204305, 83370, 0, 7770
34, 197328, 82779, 0, 6913
35, 188607, 82683, 0, 5894
36, 182213, 81167, 0, 5199
37, 174217, 81071, 0, 4579
38, 165991, 80301, 0, 4040
39, 156943, 80037, 0, 3567
40, 148510, 79091, 0, 3261
41, 142535, 78830, 0, 2738
42, 135538, 78722, 0, 2452
43, 127815, 78166, 0, 2112
44, 119829, 78386, 0, 1798
45, 112017, 77557, 0, 1619
46, 104206, 77231, 0, 1480
47, 97148, 76992, 0, 1293
48, 88172, 76255, 0, 1169
49, 79285, 75567, 0, 1012
50, 72437, 75279, 0, 884
51, 63865, 75766, 0, 766
52, 57498, 75394, 0, 688
53, 50789, 74569, 0, 630
54, 42871, 74801, 0, 466
55, 36340, 74647, 0, 497
56, 28936, 73885, 0, 422
57, 23080, 73502, 0, 363
58, 18128, 73290, 0, 378
59, 14396, 73113, 0, 299
60, 12156, 72763, 0, 255
61, 9098, 71722, 0, 220
62, 6590, 72441, 0, 199
63, 4952, 71459, 0, 186
64, 3578, 71429, 0, 1501
65, 2489, 70631, 0, 4
66, 1696, 69918, 0, 1
67, 1028, 69680, 0, 5
68, 828, 70005, 0, 9
69, 525, 69016, 0, 0
70, 432, 68479, 0, 0
71, 315, 68020, 0, 3
72, 261, 67662, 0, 3
73, 197, 67825, 0, 5
74, 103, 67535, 0, 3
75, 55, 67671, 0, 3
76, 17, 67730, 0, 2
