Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 2478003, 2317377, 141395, 7946698
1, 921039, 94696, 467694, 3094191
2, 817173, 95235, 768918, 2065103
3, 770341, 96185, 10767369, 1558379
4, 733676, 95766, 7854624, 1167661
5, 699627, 94685, 0, 851965
6, 671413, 96293, 0, 621230
7, 638616, 94663, 0, 463987
8, 614493, 94437, 0, 359216
9, 590983, 94017, 0, 287689
10, 556284, 93664, 0, 234468
11, 532585, 93704, 0, 195071
12, 517514, 92080, 0, 163829
13, 487807, 91757, 0, 137705
14, 468774, 91256, 0, 116974
15, 451233, 91217, 0, 99522
16, 432195, 90229, 0, 85308
17, 414249, 89762, 0, 73088
18, 396990, 89206, 0, 62533
19, 383561, 89227, 0, 53929
20, 363122, 88663, 0, 46615
21, 345940, 88144, 0, 40246
22, 333976, 87083, 0, 34887
23, 321783, 87127, 0, 30392
24, 308293, 86124, 0, 26404
25, 296682, 85775, 0, 22824
26, 280652, 86186, 0, 19755
27, 270218, 85037, 0, 17485
28, 255786, 85722, 0, 15245
29, 243658, 84876, 0, 13099
30, 234510, 84818, 0, 11463
31, 227307, 84335, 0, 10181
32, 217162, 84364, 0, 8824
33, 203664, 83110, 0, 7633
34, 190191, 83085, 0, 6742
35, 179683, 83194, 0, 6084
36, 170146, 83074, 0, 5141
37, 163212, 82852, 0, 4504
38, 156161, 81960, 0, 4135
39, 149502, 81279, 0, 3546
40, 140285, 80990, 0, 3002
41, 135195, 80654, 0, 2690
42, 126914, 80445, 0, 2360
43, 118729, 79637, 0, 2181
44, 113241, 79193, 0, 1911
45, 104336, 78510, 0, 1639
46, 99369, 77770, 0, 1387
47, 89354, 78802, 0, 1275
48, 81984, 77575, 0, 1180
49, 75173, 76915, 0, 969
50, 69067, 77592, 0, 853
51, 60525, 76243, 0, 743
52, 52850, 75906, 0, 694
53, 44803, 75640, 0, 613
54, 39094, 75752, 0, 547
55, 31317, 74588, 0, 470
56, 27669, 74094, 0, 409
57, 21972, 73770, 0, 362
58, 18111, 73587, 0, 331
59, 14603, 73218, 0, 280
60, 11425, 73109, 0, 250
61, 8900, 71742, 0, 239
62, 7259, 71928, 0, 169
63, 5317, 71373, 0, 191
64, 4031, 70807, 0, 1454
65, 3130, 70900, 0, 7
66, 2195, 70671, 0, 3
67, 1515, 70100, 0, 8
68, 1196, 69687, 0, 2
69, 912, 69104, 0, 4
70, 368, 68843, 0, 4
71, 214, 68525, 0, 1
72, 237, 68515, 0, 2
73, 271, 67740, 0, 1
74, 102, 67589, 0, 0
75, 101, 66926, 0, 3
76, 26, 67532, 0, 3
77, 6, 66475, 0, 1
78, 0, 65826, 0, 2
79, 0, 66145, 0, 0
80, 0, 65414, 0, 1
81, 0, 65517, 0, 1
82, 0, 64787, 0, 0
83, 0, 64673, 0, 1
84, 0, 64222, 0, 1
85, 0, 63943, 0, 0
86, 0, 63516, 0, 0
87, 0, 63872, 0, 1
88, 0, 63166, 0, 1
89, 0, 63109, 0, 0
90, 0, 62780, 0, 1
91, 0, 62408, 0, 0
92, 0, 62124, 0, 0
93, 0, 62145, 0, 0
94, 0, 61382, 0, 1
95, 0, 61054, 0, 0
96, 0, 60615, 0, 0
97, 0, 60851, 0, 0
98, 0, 60481, 0, 0
99, 0, 60772, 0, 1
100, 0, 60324, 0, 0
101, 0, 59701, 0, 0
102, 0, 59239, 0, 0
103, 0, 59273, 0, 0
104, 0, 59062, 0, 0
105, 0, 58620, 0, 0
106, 0, 58215, 0, 0
107, 0, 58181, 0, 0
108, 0, 57864, 0, 0
109, 0, 57328, 0, 0
110, 0, 57317, 0, 0
111, 0, 57176, 0, 0
112, 0, 56656, 0, 0
113, 0, 56106, 0, 0
114, 0, 55861, 0, 0
115, 0, 55588, 0, 0
116, 0, 55893, 0, 0
117, 0, 55606, 0, 0
118, 0, 54862, 0, 0
119, 0, 54215, 0, 0
120, 0, 53908, 0, 0
121, 0, 53764, 0, 0
122, 0, 53497, 0, 0
123, 0, 52779, 0, 0
124, 0, 52803, 0, 0
125, 0, 52472, 0, 0
126, 0, 51993, 0, 0
127, 0, 52014, 0, 0
128, 0, 51950, 0, 0
129, 0, 50959, 0, 0
130, 0, 50978, 0, 0
131, 0, 51222, 0, 0
132, 0, 50852, 0, 0
133, 0, 50260, 0, 0
134, 0, 50107, 0, 0
135, 0, 50348, 0, 0
136, 0, 49240, 0, 0
137, 0, 49182, 0, 0
138, 0, 48488, 0, 0
139, 0, 48263, 0, 0
140, 0, 48536, 0, 0
141, 0, 48065, 0, 0
142, 0, 48080, 0, 0
143, 0, 47802, 0, 0
144, 0, 47330, 0, 0
145, 0, 47499, 0, 0
146, 0, 46833, 0, 0
147, 0, 46558, 0, 0
148, 0, 46503, 0, 0
149, 0, 46664, 0, 0
150, 0, 46734, 0, 0
151, 0, 46412, 0, 0
152, 0, 45929, 0, 0
153, 0, 46035, 0, 0
154, 0, 46212, 0, 0
155, 0, 45701, 0, 0
156, 0, 45502, 0, 0
157, 0, 44990, 0, 0
158, 0, 44766, 0, 0
159, 0, 45057, 0, 0
160, 0, 44902, 0, 0
161, 0, 44342, 0, 0
162, 0, 44205, 0, 0
163, 0, 43577, 0, 0
164, 0, 43438, 0, 0
165, 0, 43793, 0, 0
166, 0, 43189, 0, 0
167, 0, 42573, 0, 0
168, 0, 42964, 0, 0
169, 0, 41723, 0, 0
170, 0, 42289, 0, 0
171, 0, 42295, 0, 0
172, 0, 42214, 0, 0
173, 0, 41921, 0, 0
174, 0, 41485, 0, 0
175, 0, 41955, 0, 0
176, 0, 41118, 0, 0
177, 0, 41287, 0, 0
178, 0, 40768, 0, 0
179, 0, 41039, 0, 0
180, 0, 40882, 0, 0
181, 0, 40585, 0, 0
182, 0, 40110, 0, 0
183, 0, 39399, 0, 0
184, 0, 39593, 0, 0
185, 0, 39595, 0, 0
186, 0, 39113, 0, 0
187, 0, 38523, 0, 0
188, 0, 38572, 0, 0
189, 0, 38073, 0, 0
190, 0, 37874, 0, 0
191, 0, 37307, 0, 0
192, 0, 37295, 0, 0
193, 0, 37717, 0, 0
194, 0, 37542, 0, 0
195, 0, 37510, 0, 0
196, 0, 36903, 0, 0
197, 0, 36753, 0, 0
198, 0, 36421, 0, 0
199, 0, 36485, 0, 0
200, 0, 36008, 0, 0
201, 0, 35869, 0, 0
202, 0, 35918, 0, 0
203, 0, 35973, 0, 0
204, 0, 35854, 0, 0
205, 0, 35792, 0, 0
206, 0, 35345, 0, 0
207, 0, 35122, 0, 0
208, 0, 35231, 0, 0
209, 0, 34787, 0, 0
210, 0, 34193, 0, 0
211, 0, 34830, 0, 0
212, 0, 34042, 0, 0
213, 0, 34367, 0, 0
214, 0, 34073, 0, 0
215, 0, 34211, 0, 0
216, 0, 33958, 0, 0
217, 0, 33668, 0, 0
218, 0, 33590, 0, 0
219, 0, 33399, 0, 0
220, 0, 33410, 0, 0
221, 0, 32982, 0, 0
222, 0, 33078, 0, 0
223, 0, 32836, 0, 0
224, 0, 32704, 0, 0
225, 0, 32633, 0, 0
226, 0, 32847, 0, 0
227, 0, 32336, 0, 0
228, 0, 32024, 0, 0
229, 0, 32128, 0, 0
230, 0, 31848, 0, 0
231, 0, 31707, 0, 0
232, 0, 31383, 0, 0
233, 0, 30970, 0, 0
234, 0, 30891, 0, 0
235, 0, 31094, 0, 0
236, 0, 30649, 0, 0
237, 0, 30192, 0, 0
238, 0, 30185, 0, 0
239, 0, 30130, 0, 0
240, 0, 29603, 0, 0
241, 0, 29725, 0, 0
242, 0, 29198, 0, 0
243, 0, 29180, 0, 0
244, 0, 29062, 0, 0
245, 0, 28812, 0, 0
246, 0, 28667, 0, 0
247, 0, 28427, 0, 0
248, 0, 28383, 0, 0
249, 0, 27797, 0, 0
250, 0, 27968, 0, 0
251, 0, 27447, 0, 0
252, 0, 27498, 0, 0
253, 0, 27612, 0, 0
254, 0, 27682, 0, 0
255, 0, 27043, 0, 0
256, 0, 27039, 0, 0
257, 0, 27008, 0, 0
258, 0, 26832, 0, 0
259, 0, 26686, 0, 0
260, 0, 26333, 0, 0
261, 0, 26620, 0, 0
262, 0, 26415, 0, 0
263, 0, 26643, 0, 0
264, 0, 26301, 0, 0
265, 0, 25640, 0, 0
266, 0, 26066, 0, 0
267, 0, 25972, 0, 0
268, 0, 25948, 0, 0
269, 0, 25861, 0, 0
270, 0, 25725, 0, 0
271, 0, 25636, 0, 0
272, 0, 26029, 0, 0
273, 0, 25513, 0, 0
274, 0, 25647, 0, 0
275, 0, 25405, 0, 0
276, 0, 25304, 0, 0
277, 0, 24985, 0, 0
278, 0, 24767, 0, 0
279, 0, 24980, 0, 0
280, 0, 24815, 0, 0
281, 0, 24637, 0, 0
282, 0, 24598, 0, 0
283, 0, 24292, 0, 0
284, 0, 24239, 0, 0
285, 0, 24463, 0, 0
286, 0, 24073, 0, 0
287, 0, 24337, 0, 0
288, 0, 23759, 0, 0
289, 0, 23528, 0, 0
290, 0, 23473, 0, 0
291, 0, 23462, 0, 0
292, 0, 23079, 0, 0
293, 0, 22896, 0, 0
294, 0, 22634, 0, 0
295, 0, 22576, 0, 0
296, 0, 22185, 0, 0
297, 0, 22024, 0, 0
298, 0, 21817, 0, 0
299, 0, 21935, 0, 0
300, 0, 21806, 0, 0
301, 0, 21711, 0, 0
302, 0, 21783, 0, 0
303, 0, 21871, 0, 0
304, 0, 21275, 0, 0
305, 0, 21467, 0, 0
306, 0, 21382, 0, 0
307, 0, 20985, 0, 0
308, 0, 20725, 0, 0
309, 0, 20521, 0, 0
310, 0, 20372, 0, 0
311, 0, 20288, 0, 0
312, 0, 20122, 0, 0
313, 0, 20162, 0, 0
314, 0, 20190, 0, 0
315, 0, 19915, 0, 0
316, 0, 19738, 0, 0
317, 0, 19945, 0, 0
318, 0, 19137, 0, 0
319, 0, 19529, 0, 0
320, 0, 19424, 0, 0
321, 0, 19489, 0, 0
322, 0, 18950, 0, 0
323, 0, 19174, 0, 0
324, 0, 19045, 0, 0
325, 0, 18758, 0, 0
326, 0, 18728, 0, 0
327, 0, 18464, 0, 0
328, 0, 18411, 0, 0
329, 0, 18664, 0, 0
330, 0, 18539, 0, 0
331, 0, 18163, 0, 0
332, 0, 18325, 0, 0
333, 0, 18096, 0, 0
334, 0, 18052, 0, 0
335, 0, 18108, 0, 0
336, 0, 18034, 0, 0
337, 0, 17769, 0, 0
338, 0, 17575, 0, 0
339, 0, 17911, 0, 0
340, 0, 17508, 0, 0
341, 0, 17500, 0, 0
342, 0, 17618, 0, 0
343, 0, 17047, 0, 0
344, 0, 16859, 0, 0
345, 0, 16728, 0, 0
346, 0, 16967, 0, 0
347, 0, 16546, 0, 0
348, 0, 16758, 0, 0
349, 0, 16687, 0, 0
350, 0, 16258, 0, 0
351, 0, 16401, 0, 0
352, 0, 16320, 0, 0
353, 0, 16073, 0, 0
354, 0, 16093, 0, 0
355, 0, 16123, 0, 0
356, 0, 15815, 0, 0
357, 0, 15534, 0, 0
358, 0, 15688, 0, 0
359, 0, 15251, 0, 0
360, 0, 15509, 0, 0
361, 0, 15438, 0, 0
362, 0, 15288, 0, 0
363, 0, 15352, 0, 0
364, 0, 15540, 0, 0
365, 0, 15051, 0, 0
366, 0, 15006, 0, 0
367, 0, 14849, 0, 0
368, 0, 14678, 0, 0
369, 0, 14715, 0, 0
370, 0, 14922, 0, 0
371, 0, 14604, 0, 0
372, 0, 14515, 0, 0
373, 0, 14447, 0, 0
374, 0, 14084, 0, 0
375, 0, 14391, 0, 0
376, 0, 14539, 0, 0
377, 0, 14364, 0, 0
378, 0, 14172, 0, 0
379, 0, 14544, 0, 0
380, 0, 14215, 0, 0
381, 0, 14067, 0, 0
382, 0, 14033, 0, 0
383, 0, 14231, 0, 0
384, 0, 14168, 0, 0
385, 0, 13864, 0, 0
386, 0, 13930, 0, 0
387, 0, 13768, 0, 0
388, 0, 14046, 0, 0
389, 0, 13612, 0, 0
390, 0, 13541, 0, 0
391, 0, 13536, 0, 0
392, 0, 13765, 0, 0
393, 0, 13566, 0, 0
394, 0, 13593, 0, 0
395, 0, 13667, 0, 0
396, 0, 13527, 0, 0
397, 0, 13397, 0, 0
398, 0, 13152, 0, 0
399, 0, 13344, 0, 0
400, 0, 12864, 0, 0
401, 0, 13095, 0, 0
402, 0, 12795, 0, 0
403, 0, 12790, 0, 0
404, 0, 12570, 0, 0
405, 0, 12906, 0, 0
406, 0, 12950, 0, 0
407, 0, 12314, 0, 0
408, 0, 12295, 0, 0
409, 0, 12345, 0, 0
410, 0, 12490, 0, 0
411, 0, 12247, 0, 0
412, 0, 12384, 0, 0
413, 0, 12021, 0, 0
414, 0, 12347, 0, 0
415, 0, 12009, 0, 0
416, 0, 12120, 0, 0
417, 0, 12073, 0, 0
418, 0, 11909, 0, 0
419, 0, 11844, 0, 0
420, 0, 11878, 0, 0
421, 0, 11348, 0, 0
422, 0, 11762, 0, 0
423, 0, 11601, 0, 0
424, 0, 11607, 0, 0
425, 0, 11690, 0, 0
426, 0, 11282, 0, 0
427, 0, 11207, 0, 0
428, 0, 11284, 0, 0
429, 0, 11197, 0, 0
430, 0, 11114, 0, 0
431, 0, 10994, 0, 0
432, 0, 10959, 0, 0
433, 0, 10825, 0, 0
434, 0, 10860, 0, 0
435, 0, 10742, 0, 0
436, 0, 10551, 0, 0
437, 0, 10773, 0, 0
438, 0, 10569, 0, 0
439, 0, 10862, 0, 0
440, 0, 10544, 0, 0
441, 0, 10568, 0, 0
442, 0, 10391, 0, 0
443, 0, 10531, 0, 0
444, 0, 10655, 0, 0
445, 0, 10623, 0, 0
446, 0, 10575, 0, 0
447, 0, 10349, 0, 0
448, 0, 10375, 0, 0
449, 0, 10241, 0, 0
450, 0, 10564, 0, 0
451, 0, 10535, 0, 0
452, 0, 10573, 0, 0
453, 0, 10328, 0, 0
454, 0, 10402, 0, 0
455, 0, 10176, 0, 0
456, 0, 10370, 0, 0
457, 0, 10111, 0, 0
458, 0, 10046, 0, 0
459, 0, 9208, 0, 0
460, 0, 9375, 0, 0
461, 0, 9552, 0, 0
462, 0, 8753, 0, 0
463, 0, 7510, 0, 0
464, 0, 7232, 0, 0
465, 0, 6384, 0, 0
466, 0, 5438, 0, 0
467, 0, 4886, 0, 0
468, 0, 3509, 0, 0
469, 0, 3066, 0, 0
470, 0, 2631, 0, 0
471, 0, 1934, 0, 0
472, 0, 1642, 0, 0
473, 0, 1051, 0, 0
474, 0, 629, 0, 0
475, 0, 428, 0, 0
476, 0, 516, 0, 0
477, 0, 225, 0, 0
478, 0, 232, 0, 0
479, 0, 84, 0, 0
480, 0, 61, 0, 0
481, 0, 35, 0, 0
482, 0, 2, 0, 0
483, 0, 4, 0, 0
484, 0, 2, 0, 0
485, 0, 17, 0, 0
486, 0, 3, 0, 0
