Adjusted Message Count, Adjusted Occurrence in Buffer from Source, Adjusted Occurrence in Buffer from Source1, Adjusted Occurrence in Service from Source, Adjusted Occurrence in Service from Source1
0, 0.447356, 0.376328, 0.0240025, 0.567996
1, 0.14112, 0.0123085, 0.078896, 0.0735319
2, 0.0913747, 0.0112801, 0.129267, 0.0835514
3, 0.0689609, 0.0104698, 0.21463, 0.0796592
4, 0.0541092, 0.00969615, 0.553204, 0.061232
5, 0.042723, 0.00908655, 0, 0.0398276
6, 0.0340779, 0.0084881, 0, 0.0232385
7, 0.0270516, 0.00799215, 0, 0.0130756
8, 0.021321, 0.0075664, 0, 0.0076795
9, 0.0167084, 0.00714555, 0, 0.0049524
10, 0.0130808, 0.00681885, 0, 0.00359795
11, 0.0101341, 0.00649935, 0, 0.0028382
12, 0.00771155, 0.0062113, 0, 0.00234
13, 0.0058628, 0.0059492, 0, 0.0019813
14, 0.00451335, 0.00575, 0, 0.00170395
15, 0.00344045, 0.00548825, 0, 0.00152125
16, 0.0026364, 0.00529555, 0, 0.0013666
17, 0.00201525, 0.0051387, 0, 0.0012056
18, 0.0015196, 0.0049307, 0, 0.0011041
19, 0.00114465, 0.00480265, 0, 0.00100865
20, 0.00086455, 0.0046699, 0, 0.00091135
21, 0.00067375, 0.00450505, 0, 0.0008276
22, 0.0004793, 0.0043894, 0, 0.00078095
23, 0.00032165, 0.0042814, 0, 0.00072685
24, 0.00023185, 0.0041809, 0, 0.00067605
25, 0.0001669, 0.004048, 0, 0.00062465
26, 0.0001284, 0.003953, 0, 0.00057825
27, 8.785e-05, 0.00388795, 0, 0.0005582
28, 5.985e-05, 0.0037928, 0, 0.000512
29, 4.38e-05, 0.00372585, 0, 0.00048865
30, 2.84e-05, 0.0036557, 0, 0.0004684
31, 1.59e-05, 0.0035534, 0, 0.00043905
32, 1.5e-05, 0.00349535, 0, 0.00041125
33, 9.3e-06, 0.0034367, 0, 0.00039405
34, 3e-06, 0.0033513, 0, 0.00038405
35, 9e-07, 0.0033021, 0, 0.000355
36, 3.15e-06, 0.0032024, 0, 0.00033705
37, 1.25e-06, 0.003159, 0, 0.0003264
38, 2.7e-06, 0.0030796, 0, 0.0003183
39, 4e-07, 0.00305425, 0, 0.000306
40, 0, 0.003019, 0, 0.0002883
41, 0, 0.0029424, 0, 0.00028195
42, 0, 0.0028834, 0, 0.00026295
43, 0, 0.00284245, 0, 0.00025775
44, 0, 0.00277965, 0, 0.00024335
45, 0, 0.00277075, 0, 0.000238
46, 0, 0.0027222, 0, 0.0002292
47, 0, 0.00268155, 0, 0.00021785
48, 0, 0.0026599, 0, 0.0002124
49, 0, 0.00262455, 0, 0.00020595
50, 0, 0.0025727, 0, 0.00019785
51, 0, 0.0025408, 0, 0.00019945
52, 0, 0.00252385, 0, 0.0001946
53, 0, 0.0024865, 0, 0.0001836
54, 0, 0.0024433, 0, 0.0001781
