Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 8927450, 7505162, 471847, 11379767
1, 2819851, 246337, 1558322, 1466537
2, 1805542, 225985, 2590148, 1667833
3, 1370315, 209598, 4294193, 1588735
4, 1078659, 194384, 11085490, 1221303
5, 862780, 181708, 0, 794513
6, 693092, 169911, 0, 462686
7, 547015, 161358, 0, 261393
8, 435258, 151130, 0, 152652
9, 343613, 143021, 0, 99116
10, 265912, 135974, 0, 71769
11, 203344, 130458, 0, 57288
12, 155233, 124151, 0, 46891
13, 119437, 118808, 0, 40114
14, 93593, 114494, 0, 34549
15, 71772, 109780, 0, 30601
16, 53223, 105759, 0, 26919
17, 39062, 102853, 0, 24214
18, 29254, 99019, 0, 21895
19, 22275, 95917, 0, 19907
20, 17617, 92957, 0, 18224
21, 12847, 90367, 0, 16523
22, 8834, 88216, 0, 15584
23, 6631, 85431, 0, 14296
24, 4765, 82781, 0, 13285
25, 3381, 80890, 0, 12606
26, 2437, 78679, 0, 11635
27, 2125, 77217, 0, 10791
28, 1501, 75301, 0, 10287
29, 958, 73678, 0, 9694
30, 793, 72625, 0, 9383
31, 499, 71016, 0, 8707
32, 321, 69628, 0, 8359
33, 316, 68115, 0, 7754
34, 104, 66980, 0, 7560
35, 108, 65706, 0, 7209
36, 41, 64189, 0, 6751
37, 8, 62900, 0, 6702
38, 19, 61889, 0, 6148
39, 15, 61243, 0, 6034
40, 0, 59849, 0, 5775
41, 0, 58937, 0, 5452
42, 0, 58656, 0, 5390
43, 0, 56960, 0, 5045
44, 0, 56019, 0, 4955
45, 0, 55185, 0, 4643
46, 0, 54638, 0, 4600
47, 0, 53762, 0, 4519
48, 0, 52414, 0, 4390
49, 0, 52418, 0, 4233
50, 0, 51265, 0, 4036
51, 0, 50875, 0, 3986
52, 0, 50516, 0, 3713
53, 0, 48732, 0, 3665
54, 0, 48849, 0, 3553
55, 0, 47931, 0, 3381
56, 0, 47149, 0, 3307
57, 0, 47006, 0, 3249
58, 0, 46312, 0, 3269
59, 0, 46195, 0, 3004
60, 0, 45266, 0, 3011
61, 0, 44334, 0, 2857
62, 0, 44385, 0, 2877
63, 0, 44088, 0, 2799
64, 0, 42688, 0, 166241
65, 0, 42776, 0, 804
66, 0, 42094, 0, 780
67, 0, 42273, 0, 733
68, 0, 41785, 0, 786
69, 0, 40538, 0, 720
70, 0, 40297, 0, 685
71, 0, 40485, 0, 713
72, 0, 39482, 0, 669
73, 0, 39062, 0, 612
74, 0, 39002, 0, 681
75, 0, 38702, 0, 635
76, 0, 37904, 0, 613
77, 0, 37530, 0, 608
78, 0, 37481, 0, 587
79, 0, 37064, 0, 607
80, 0, 36866, 0, 604
81, 0, 36030, 0, 558
82, 0, 36068, 0, 544
83, 0, 35733, 0, 542
84, 0, 34984, 0, 580
85, 0, 34955, 0, 523
86, 0, 34728, 0, 510
87, 0, 34841, 0, 570
88, 0, 34237, 0, 504
89, 0, 34218, 0, 453
90, 0, 33388, 0, 500
91, 0, 33024, 0, 486
92, 0, 33180, 0, 460
93, 0, 32527, 0, 447
94, 0, 32764, 0, 461
95, 0, 32195, 0, 446
96, 0, 31878, 0, 468
97, 0, 31672, 0, 422
98, 0, 31211, 0, 414
99, 0, 30817, 0, 431
100, 0, 30589, 0, 380
101, 0, 30631, 0, 412
102, 0, 30299, 0, 381
103, 0, 30203, 0, 388
104, 0, 29870, 0, 395
105, 0, 29971, 0, 383
106, 0, 29497, 0, 385
107, 0, 29571, 0, 335
108, 0, 29006, 0, 345
109, 0, 28782, 0, 378
110, 0, 28704, 0, 368
111, 0, 28371, 0, 370
112, 0, 28407, 0, 333
113, 0, 27681, 0, 321
114, 0, 27829, 0, 324
115, 0, 27639, 0, 332
116, 0, 27470, 0, 320
117, 0, 27145, 0, 286
118, 0, 27054, 0, 288
119, 0, 26773, 0, 304
120, 0, 26990, 0, 305
121, 0, 26613, 0, 325
122, 0, 26406, 0, 304
123, 0, 26332, 0, 316
124, 0, 25675, 0, 289
125, 0, 25843, 0, 279
126, 0, 25418, 0, 310
127, 0, 25609, 0, 292
128, 0, 25492, 0, 28354
129, 0, 24907, 0, 55
130, 0, 24597, 0, 41
131, 0, 24675, 0, 47
132, 0, 24574, 0, 45
133, 0, 24258, 0, 35
134, 0, 24035, 0, 53
135, 0, 24219, 0, 38
136, 0, 23683, 0, 41
137, 0, 24220, 0, 32
138, 0, 23435, 0, 39
139, 0, 23164, 0, 35
140, 0, 23344, 0, 44
141, 0, 23261, 0, 31
142, 0, 22910, 0, 47
143, 0, 22858, 0, 39
144, 0, 22702, 0, 29
145, 0, 22455, 0, 32
146, 0, 22063, 0, 37
147, 0, 22269, 0, 32
148, 0, 22178, 0, 35
149, 0, 21971, 0, 50
150, 0, 21687, 0, 31
151, 0, 21746, 0, 26
152, 0, 21698, 0, 32
153, 0, 21641, 0, 29
154, 0, 21208, 0, 26
155, 0, 20760, 0, 43
156, 0, 21097, 0, 22
157, 0, 20940, 0, 28
158, 0, 21113, 0, 30
159, 0, 20581, 0, 28
160, 0, 20889, 0, 29
161, 0, 20738, 0, 28
162, 0, 20399, 0, 34
163, 0, 20138, 0, 31
164, 0, 19958, 0, 23
165, 0, 19982, 0, 23
166, 0, 19856, 0, 28
167, 0, 19662, 0, 30
168, 0, 19655, 0, 38
169, 0, 19711, 0, 28
170, 0, 19214, 0, 35
171, 0, 19643, 0, 21
172, 0, 19282, 0, 22
173, 0, 19356, 0, 21
174, 0, 18954, 0, 22
175, 0, 18752, 0, 21
176, 0, 18818, 0, 14
177, 0, 18502, 0, 26
178, 0, 18698, 0, 22
179, 0, 18649, 0, 30
180, 0, 18516, 0, 29
181, 0, 18199, 0, 37
182, 0, 18309, 0, 22
183, 0, 18009, 0, 19
184, 0, 18190, 0, 25
185, 0, 18058, 0, 25
186, 0, 18093, 0, 20
187, 0, 17540, 0, 16
188, 0, 17842, 0, 22
189, 0, 17738, 0, 28
190, 0, 17588, 0, 16
191, 0, 17439, 0, 29
192, 0, 17250, 0, 1859
193, 0, 17175, 0, 1
194, 0, 17237, 0, 0
195, 0, 17050, 0, 0
196, 0, 16818, 0, 0
197, 0, 17117, 0, 0
198, 0, 16752, 0, 1
199, 0, 16842, 0, 4
200, 0, 16706, 0, 0
201, 0, 16615, 0, 3
202, 0, 16387, 0, 0
203, 0, 16642, 0, 1
204, 0, 16060, 0, 2
205, 0, 16427, 0, 0
206, 0, 16232, 0, 0
207, 0, 16406, 0, 0
208, 0, 16457, 0, 2
209, 0, 16009, 0, 3
210, 0, 16094, 0, 1
211, 0, 15829, 0, 0
212, 0, 15865, 0, 2
213, 0, 15616, 0, 0
214, 0, 15490, 0, 1
215, 0, 15738, 0, 1
216, 0, 15495, 0, 2
217, 0, 15316, 0, 1
218, 0, 15134, 0, 0
219, 0, 15289, 0, 2
220, 0, 14824, 0, 1
221, 0, 15013, 0, 0
222, 0, 14985, 0, 0
223, 0, 15041, 0, 0
224, 0, 14801, 0, 0
225, 0, 14861, 0, 1
226, 0, 14785, 0, 1
227, 0, 14990, 0, 0
228, 0, 14699, 0, 1
229, 0, 14529, 0, 0
230, 0, 14550, 0, 2
231, 0, 14363, 0, 2
232, 0, 14524, 0, 0
233, 0, 14415, 0, 0
234, 0, 14306, 0, 0
235, 0, 14304, 0, 0
236, 0, 14112, 0, 0
237, 0, 14372, 0, 0
238, 0, 14173, 0, 0
239, 0, 13935, 0, 0
240, 0, 14146, 0, 1
241, 0, 14057, 0, 0
242, 0, 13922, 0, 0
243, 0, 13763, 0, 0
244, 0, 13854, 0, 2
245, 0, 13520, 0, 1
246, 0, 13787, 0, 1
247, 0, 13589, 0, 0
248, 0, 13478, 0, 0
249, 0, 13631, 0, 2
250, 0, 13552, 0, 1
251, 0, 13174, 0, 0
252, 0, 13479, 0, 0
253, 0, 13176, 0, 0
254, 0, 13085, 0, 0
255, 0, 13148, 0, 0
256, 0, 12916, 0, 30
257, 0, 13140, 0, 0
258, 0, 12957, 0, 0
259, 0, 12789, 0, 0
260, 0, 12759, 0, 0
261, 0, 12666, 0, 0
262, 0, 12908, 0, 0
263, 0, 12661, 0, 0
264, 0, 12704, 0, 0
265, 0, 12430, 0, 0
266, 0, 12558, 0, 0
267, 0, 12505, 0, 0
268, 0, 12553, 0, 0
269, 0, 12353, 0, 0
270, 0, 12429, 0, 0
271, 0, 12290, 0, 0
272, 0, 12339, 0, 0
273, 0, 12353, 0, 0
274, 0, 12347, 0, 0
275, 0, 12156, 0, 0
276, 0, 12152, 0, 0
277, 0, 11919, 0, 0
278, 0, 11737, 0, 0
279, 0, 12297, 0, 0
280, 0, 11830, 0, 0
281, 0, 12051, 0, 0
282, 0, 11865, 0, 0
283, 0, 11691, 0, 0
284, 0, 11520, 0, 0
285, 0, 11593, 0, 0
286, 0, 11352, 0, 0
287, 0, 11465, 0, 0
288, 0, 11488, 0, 0
289, 0, 11685, 0, 0
290, 0, 11431, 0, 0
291, 0, 11168, 0, 0
292, 0, 11205, 0, 0
293, 0, 11267, 0, 0
294, 0, 11396, 0, 0
295, 0, 11167, 0, 0
296, 0, 11143, 0, 0
297, 0, 11322, 0, 0
298, 0, 10919, 0, 0
299, 0, 11010, 0, 0
300, 0, 10909, 0, 0
301, 0, 10768, 0, 0
302, 0, 10827, 0, 0
303, 0, 10650, 0, 0
