Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 8919721, 7488750, 468641, 11390565
1, 2836121, 246810, 1555253, 1461743
2, 1822330, 226503, 2582244, 1660825
3, 1372895, 209990, 4295943, 1584395
4, 1074627, 194175, 11097919, 1221164
5, 856301, 181295, 0, 795419
6, 679742, 169799, 0, 462862
7, 543051, 160446, 0, 261120
8, 428454, 151356, 0, 153875
9, 336844, 143441, 0, 99554
10, 265211, 137273, 0, 71825
11, 207544, 130204, 0, 56725
12, 161690, 124677, 0, 46932
13, 125255, 119002, 0, 39753
14, 94344, 114434, 0, 34638
15, 70409, 111085, 0, 30556
16, 52889, 106700, 0, 27261
17, 39746, 103280, 0, 24316
18, 30025, 99437, 0, 22014
19, 21428, 95942, 0, 19855
20, 16150, 93637, 0, 18480
21, 12429, 90758, 0, 16990
22, 9141, 88887, 0, 15553
23, 7344, 85603, 0, 14584
24, 5745, 83225, 0, 13526
25, 3478, 81428, 0, 12707
26, 2189, 80318, 0, 11597
27, 1643, 77540, 0, 10846
28, 1229, 76381, 0, 10549
29, 667, 74445, 0, 9797
30, 536, 72908, 0, 9443
31, 252, 70961, 0, 8792
32, 231, 69676, 0, 8292
33, 105, 68281, 0, 7832
34, 62, 66852, 0, 7532
35, 22, 65945, 0, 7318
36, 63, 64838, 0, 6979
37, 37, 63332, 0, 6528
38, 29, 61791, 0, 6265
39, 21, 60835, 0, 6093
40, 0, 60205, 0, 5890
41, 0, 58674, 0, 5523
42, 0, 58426, 0, 5370
43, 0, 57038, 0, 5221
44, 0, 56506, 0, 4997
45, 0, 55915, 0, 4777
46, 0, 54746, 0, 4510
47, 0, 53790, 0, 4476
48, 0, 53153, 0, 4343
49, 0, 52629, 0, 4138
50, 0, 51125, 0, 4075
51, 0, 50878, 0, 3991
52, 0, 50025, 0, 3704
53, 0, 49989, 0, 3836
54, 0, 49221, 0, 3503
55, 0, 48083, 0, 3518
56, 0, 47868, 0, 3346
57, 0, 47377, 0, 3402
58, 0, 46794, 0, 3218
59, 0, 45956, 0, 3041
60, 0, 45758, 0, 2999
61, 0, 44795, 0, 2942
62, 0, 44436, 0, 2840
63, 0, 43774, 0, 2769
64, 0, 43501, 0, 167244
65, 0, 42946, 0, 774
66, 0, 42165, 0, 754
67, 0, 41691, 0, 738
68, 0, 41946, 0, 724
69, 0, 41091, 0, 738
70, 0, 40737, 0, 678
71, 0, 40222, 0, 692
72, 0, 39655, 0, 672
73, 0, 39902, 0, 692
74, 0, 38964, 0, 666
75, 0, 38987, 0, 632
76, 0, 38293, 0, 634
77, 0, 37965, 0, 617
78, 0, 37783, 0, 590
79, 0, 37100, 0, 560
80, 0, 36835, 0, 591
81, 0, 36365, 0, 557
82, 0, 35819, 0, 534
83, 0, 36464, 0, 541
84, 0, 35232, 0, 536
85, 0, 35186, 0, 505
86, 0, 34940, 0, 534
87, 0, 34785, 0, 509
88, 0, 34488, 0, 520
89, 0, 34153, 0, 442
90, 0, 33670, 0, 474
91, 0, 33059, 0, 489
92, 0, 33326, 0, 438
93, 0, 32639, 0, 482
94, 0, 32498, 0, 425
95, 0, 32042, 0, 463
96, 0, 31777, 0, 432
97, 0, 31444, 0, 426
98, 0, 31357, 0, 386
99, 0, 31062, 0, 431
100, 0, 30964, 0, 426
101, 0, 30683, 0, 385
102, 0, 30597, 0, 392
103, 0, 30182, 0, 394
104, 0, 29766, 0, 415
105, 0, 29579, 0, 346
106, 0, 29561, 0, 373
107, 0, 29057, 0, 350
108, 0, 29284, 0, 376
109, 0, 28875, 0, 355
110, 0, 28465, 0, 349
111, 0, 28175, 0, 334
112, 0, 28343, 0, 344
113, 0, 28216, 0, 335
114, 0, 27779, 0, 355
115, 0, 27394, 0, 305
116, 0, 27320, 0, 298
117, 0, 27265, 0, 322
118, 0, 27024, 0, 320
