Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 8865145, 7442851, 470280, 11432947
1, 2831014, 245025, 1540493, 1453716
2, 1838848, 226015, 2558530, 1650444
3, 1394349, 208256, 4288137, 1579666
4, 1094787, 193753, 11142560, 1213565
5, 867583, 182184, 0, 788642
6, 688403, 169608, 0, 460320
7, 542984, 160119, 0, 258606
8, 426676, 151102, 0, 152890
9, 335584, 143244, 0, 99179
10, 261941, 136311, 0, 71823
11, 204971, 130483, 0, 56535
12, 158492, 125086, 0, 47324
13, 120896, 119902, 0, 39795
14, 92257, 114668, 0, 34787
15, 68007, 110372, 0, 30384
16, 52759, 105770, 0, 27293
17, 40293, 103202, 0, 24163
18, 30887, 99522, 0, 22021
19, 23842, 96570, 0, 20122
20, 17420, 92944, 0, 18238
21, 11885, 90469, 0, 16951
22, 9107, 88759, 0, 15552
23, 6500, 85658, 0, 14427
24, 4491, 83783, 0, 13558
25, 3579, 81937, 0, 12708
26, 2544, 80081, 0, 11612
27, 1776, 77473, 0, 11145
28, 1152, 75782, 0, 10399
29, 655, 74389, 0, 9834
30, 419, 72552, 0, 9267
31, 292, 71259, 0, 8752
32, 173, 69796, 0, 8345
33, 211, 68406, 0, 7847
34, 71, 67677, 0, 7631
35, 7, 66231, 0, 7338
36, 0, 64693, 0, 6763
37, 0, 63663, 0, 6601
38, 0, 62455, 0, 6375
39, 0, 61624, 0, 6030
40, 0, 60293, 0, 5808
41, 0, 59918, 0, 5658
42, 0, 58398, 0, 5418
43, 0, 57582, 0, 5201
44, 0, 56124, 0, 5008
45, 0, 55965, 0, 4839
46, 0, 54757, 0, 4653
47, 0, 54130, 0, 4384
48, 0, 53105, 0, 4282
49, 0, 52630, 0, 4254
50, 0, 51459, 0, 4024
51, 0, 51447, 0, 3908
52, 0, 50320, 0, 3830
53, 0, 50315, 0, 3636
54, 0, 48832, 0, 3544
55, 0, 48409, 0, 3518
56, 0, 48160, 0, 3465
57, 0, 47286, 0, 3195
58, 0, 46994, 0, 3352
59, 0, 46261, 0, 3047
60, 0, 45680, 0, 3083
61, 0, 45054, 0, 3007
62, 0, 44745, 0, 2964
63, 0, 43869, 0, 2780
64, 0, 43839, 0, 167935
65, 0, 43200, 0, 835
66, 0, 42610, 0, 771
67, 0, 42209, 0, 738
68, 0, 41806, 0, 720
69, 0, 41852, 0, 720
70, 0, 41086, 0, 686
71, 0, 40611, 0, 715
72, 0, 40093, 0, 685
73, 0, 40309, 0, 592
74, 0, 39420, 0, 637
75, 0, 38636, 0, 674
76, 0, 38606, 0, 649
77, 0, 38093, 0, 613
78, 0, 37864, 0, 599
79, 0, 37231, 0, 604
80, 0, 36719, 0, 566
81, 0, 37343, 0, 568
82, 0, 36589, 0, 585
83, 0, 35743, 0, 526
84, 0, 35952, 0, 565
85, 0, 35216, 0, 538
86, 0, 35065, 0, 575
87, 0, 34592, 0, 491
88, 0, 34701, 0, 511
89, 0, 34285, 0, 502
90, 0, 33882, 0, 456
91, 0, 33748, 0, 433
92, 0, 33263, 0, 470
93, 0, 32902, 0, 466
94, 0, 32629, 0, 487
95, 0, 32156, 0, 472
96, 0, 32343, 0, 423
97, 0, 32179, 0, 435
98, 0, 31770, 0, 483
99, 0, 31629, 0, 409
100, 0, 31526, 0, 406
101, 0, 30707, 0, 420
102, 0, 30804, 0, 390
103, 0, 30148, 0, 411
104, 0, 29919, 0, 360
105, 0, 29732, 0, 366
106, 0, 29427, 0, 368
107, 0, 29406, 0, 368
108, 0, 29273, 0, 377
109, 0, 28837, 0, 326
110, 0, 28775, 0, 345
111, 0, 28623, 0, 334
112, 0, 28397, 0, 321
113, 0, 28353, 0, 337
114, 0, 27478, 0, 300
115, 0, 27574, 0, 359
116, 0, 27926, 0, 354
117, 0, 27122, 0, 330
118, 0, 26994, 0, 301
119, 0, 26935, 0, 313
120, 0, 26602, 0, 331
121, 0, 26764, 0, 313
122, 0, 26471, 0, 291
123, 0, 26420, 0, 273
124, 0, 26066, 0, 303
125, 0, 26260, 0, 289
126, 0, 25534, 0, 292
127, 0, 25920, 0, 267
128, 0, 25549, 0, 28082
129, 0, 24972, 0, 49
130, 0, 25172, 0, 34
131, 0, 24880, 0, 47
132, 0, 24500, 0, 49
133, 0, 24500, 0, 48
134, 0, 24207, 0, 38
135, 0, 24213, 0, 44
136, 0, 24171, 0, 44
137, 0, 23688, 0, 44
138, 0, 23991, 0, 51
139, 0, 23489, 0, 36
140, 0, 23453, 0, 40
141, 0, 23293, 0, 33
142, 0, 23232, 0, 36
143, 0, 22848, 0, 38
144, 0, 23032, 0, 45
145, 0, 22891, 0, 30
146, 0, 23058, 0, 32
147, 0, 22389, 0, 27
148, 0, 22192, 0, 29
149, 0, 22425, 0, 44
150, 0, 21913, 0, 34
151, 0, 22167, 0, 32
152, 0, 21824, 0, 18
153, 0, 21742, 0, 36
154, 0, 21479, 0, 28
155, 0, 21404, 0, 19
156, 0, 21173, 0, 29
157, 0, 21180, 0, 26
158, 0, 21208, 0, 34
159, 0, 21237, 0, 31
160, 0, 20991, 0, 35
161, 0, 20628, 0, 27
162, 0, 20741, 0, 25
163, 0, 20429, 0, 33
164, 0, 20279, 0, 30
165, 0, 20336, 0, 24
166, 0, 20142, 0, 31
167, 0, 20425, 0, 26
