Message Count, Occurrence in Buffer from Source, Occurrence in Buffer from Source1, Occurrence in Service from Source, Occurrence in Service from Source1
0, 8874989, 7447383, 466227, 11430807
1, 2831543, 245671, 1545620, 1455498
2, 1824165, 226668, 2557412, 1653387
3, 1379461, 207141, 4291465, 1575143
4, 1084266, 194327, 11139276, 1214231
5, 863988, 181303, 0, 790821
6, 690510, 170389, 0, 459951
7, 550408, 159950, 0, 259118
8, 433289, 150715, 0, 151879
9, 336261, 143856, 0, 99487
10, 262041, 136636, 0, 72036
11, 204859, 129512, 0, 56518
12, 159084, 124351, 0, 47043
13, 123510, 119257, 0, 39635
14, 94130, 114746, 0, 34439
15, 72318, 110381, 0, 30513
16, 54805, 106334, 0, 27151
17, 41682, 102677, 0, 24327
18, 31226, 99521, 0, 21795
19, 24646, 95892, 0, 20102
20, 18081, 92969, 0, 18435
21, 12847, 90354, 0, 17050
22, 9718, 88367, 0, 15528
23, 6525, 85790, 0, 14364
24, 4432, 82941, 0, 13583
25, 3551, 81691, 0, 12674
26, 2598, 80031, 0, 11648
27, 1758, 78221, 0, 11024
28, 1188, 76669, 0, 10313
29, 772, 74480, 0, 9903
30, 602, 72936, 0, 9440
31, 283, 71849, 0, 9028
32, 197, 70089, 0, 8332
33, 97, 68387, 0, 7898
34, 86, 67247, 0, 7634
35, 54, 66005, 0, 7198
36, 30, 65646, 0, 6897
37, 0, 63608, 0, 6619
38, 0, 62190, 0, 6392
39, 0, 61414, 0, 6121
40, 0, 60112, 0, 5898
41, 0, 59268, 0, 5573
42, 0, 57944, 0, 5275
43, 0, 57621, 0, 5133
44, 0, 56451, 0, 5030
45, 0, 55889, 0, 4793
46, 0, 55147, 0, 4568
47, 0, 53827, 0, 4498
48, 0, 53104, 0, 4371
49, 0, 52330, 0, 4290
50, 0, 51715, 0, 4036
51, 0, 51712, 0, 3889
52, 0, 50807, 0, 3832
53, 0, 50104, 0, 3776
54, 0, 49039, 0, 3575
55, 0, 48314, 0, 3531
56, 0, 47750, 0, 3358
57, 0, 47280, 0, 3422
58, 0, 46839, 0, 3134
59, 0, 45924, 0, 3094
60, 0, 45642, 0, 3085
61, 0, 44934, 0, 2928
62, 0, 44742, 0, 2872
63, 0, 44125, 0, 2794
64, 0, 43564, 0, 167311
65, 0, 42695, 0, 785
66, 0, 41960, 0, 790
67, 0, 41914, 0, 761
68, 0, 41635, 0, 684
69, 0, 41272, 0, 750
70, 0, 40299, 0, 729
71, 0, 40040, 0, 685
72, 0, 40137, 0, 676
73, 0, 39393, 0, 663
74, 0, 38839, 0, 611
75, 0, 38795, 0, 621
76, 0, 38440, 0, 638
77, 0, 38120, 0, 650
78, 0, 38015, 0, 593
79, 0, 37234, 0, 572
80, 0, 37138, 0, 553
81, 0, 36583, 0, 551
82, 0, 36146, 0, 558
83, 0, 36465, 0, 522
84, 0, 35221, 0, 526
85, 0, 35361, 0, 534
86, 0, 34708, 0, 554
87, 0, 35058, 0, 531
88, 0, 34334, 0, 498
89, 0, 34421, 0, 490
90, 0, 33643, 0, 482
91, 0, 33373, 0, 494
92, 0, 32968, 0, 477
93, 0, 33053, 0, 512
94, 0, 32675, 0, 444
95, 0, 32852, 0, 439
96, 0, 32042, 0, 419
97, 0, 32090, 0, 410
98, 0, 31782, 0, 425
99, 0, 31134, 0, 419
100, 0, 31106, 0, 408
101, 0, 30041, 0, 410
102, 0, 30281, 0, 398
103, 0, 30131, 0, 408
104, 0, 29869, 0, 378
105, 0, 29825, 0, 341
106, 0, 29508, 0, 376
107, 0, 29285, 0, 335
108, 0, 29241, 0, 388
109, 0, 29085, 0, 346
110, 0, 28598, 0, 380
111, 0, 28133, 0, 369
112, 0, 28291, 0, 331
113, 0, 28233, 0, 351
114, 0, 28041, 0, 344
115, 0, 27232, 0, 344
116, 0, 27292, 0, 350
117, 0, 26899, 0, 340
118, 0, 26787, 0, 284
119, 0, 26779, 0, 298
120, 0, 26605, 0, 321
121, 0, 26557, 0, 300
122, 0, 26489, 0, 304
123, 0, 25791, 0, 293
124, 0, 26009, 0, 264
125, 0, 25588, 0, 294
126, 0, 25327, 0, 261
127, 0, 25439, 0, 284
128, 0, 25090, 0, 28635
129, 0, 25140, 0, 49
130, 0, 24911, 0, 43
131, 0, 24769, 0, 40
132, 0, 24342, 0, 43
133, 0, 23848, 0, 27
134, 0, 24258, 0, 39
135, 0, 24259, 0, 46
136, 0, 23828, 0, 43
137, 0, 23733, 0, 41
138, 0, 23794, 0, 37
139, 0, 23236, 0, 36
140, 0, 23284, 0, 34
141, 0, 23275, 0, 36
142, 0, 22943, 0, 39
143, 0, 23093, 0, 33
144, 0, 22998, 0, 34
145, 0, 22393, 0, 30
146, 0, 22150, 0, 31
147, 0, 22381, 0, 26
148, 0, 22568, 0, 38
149, 0, 22318, 0, 34
150, 0, 21602, 0, 31
151, 0, 21945, 0, 32
152, 0, 21680, 0, 30
153, 0, 21452, 0, 32
154, 0, 21268, 0, 35
155, 0, 21314, 0, 26
156, 0, 21161, 0, 26
157, 0, 20913, 0, 36
158, 0, 21332, 0, 23
159, 0, 20626, 0, 38
160, 0, 20633, 0, 30
161, 0, 20492, 0, 28
162, 0, 20360, 0, 42
163, 0, 20505, 0, 25
164, 0, 20460, 0, 24
165, 0, 20227, 0, 22
166, 0, 20414, 0, 28
167, 0, 19864, 0, 30
168, 0, 19942, 0, 22
169, 0, 20074, 0, 25
170, 0, 19274, 0, 24
171, 0, 19399, 0, 32
172, 0, 19535, 0, 35
173, 0, 19449, 0, 25
174, 0, 19380, 0, 20
175, 0, 19210, 0, 25
176, 0, 19010, 0, 23
177, 0, 19014, 0, 18
178, 0, 18495, 0, 21
179, 0, 18534, 0, 19
180, 0, 18558, 0, 17
181, 0, 18476, 0, 16
182, 0, 18508, 0, 24
183, 0, 18317, 0, 25
184, 0, 18603, 0, 16
185, 0, 18051, 0, 17
186, 0, 17990, 0, 17
187, 0, 17912, 0, 21
188, 0, 17936, 0, 17
189, 0, 17377, 0, 29
190, 0, 17717, 0, 12
191, 0, 17753, 0, 26
192, 0, 17521, 0, 1885
193, 0, 17366, 0, 0
194, 0, 17530, 0, 2
195, 0, 17182, 0, 1
196, 0, 17297, 0, 2
197, 0, 17008, 0, 2
198, 0, 16754, 0, 0
199, 0, 16704, 0, 1
200, 0, 16673, 0, 1
201, 0, 16937, 0, 1
202, 0, 16708, 0, 1
203, 0, 16834, 0, 0
204, 0, 16516, 0, 0
205, 0, 16401, 0, 0
206, 0, 16479, 0, 3
207, 0, 16459, 0, 0
208, 0, 16311, 0, 1
209, 0, 15811, 0, 0
210, 0, 16201, 0, 1
211, 0, 15995, 0, 0
212, 0, 15851, 0, 0
213, 0, 15646, 0, 1
214, 0, 15767, 0, 0
215, 0, 15773, 0, 0
216, 0, 15598, 0, 1
217, 0, 15948, 0, 1
218, 0, 15646, 0, 0
219, 0, 15220, 0, 1
220, 0, 15537, 0, 1
221, 0, 15195, 0, 1
222, 0, 15165, 0, 1
223, 0, 14807, 0, 0
224, 0, 15117, 0, 0
225, 0, 15005, 0, 0
226, 0, 15210, 0, 0
227, 0, 14989, 0, 1
228, 0, 14581, 0, 1
229, 0, 14439, 0, 0
230, 0, 14496, 0, 0
231, 0, 14572, 0, 1
232, 0, 14560, 0, 0
233, 0, 14175, 0, 1
234, 0, 14505, 0, 0
235, 0, 14345, 0, 1
236, 0, 14381, 0, 2
237, 0, 14405, 0, 1
238, 0, 13996, 0, 1
239, 0, 14013, 0, 0
240, 0, 13909, 0, 1
241, 0, 14128, 0, 0
242, 0, 13920, 0, 0
243, 0, 14038, 0, 1
244, 0, 13980, 0, 1
245, 0, 13758, 0, 0
246, 0, 13700, 0, 0
247, 0, 13629, 0, 1
248, 0, 13738, 0, 1
249, 0, 13544, 0, 0
250, 0, 13489, 0, 1
251, 0, 13332, 0, 0
252, 0, 13372, 0, 0
253, 0, 13455, 0, 1
254, 0, 13372, 0, 0
255, 0, 13229, 0, 0
256, 0, 13046, 0, 24
257, 0, 13174, 0, 0
258, 0, 12975, 0, 0
259, 0, 12949, 0, 0
260, 0, 13039, 0, 0
261, 0, 12960, 0, 0
262, 0, 12827, 0, 0
263, 0, 12726, 0, 0
264, 0, 12599, 0, 0
265, 0, 12673, 0, 0
266, 0, 12538, 0, 0
267, 0, 12616, 0, 0
268, 0, 12723, 0, 0
269, 0, 12524, 0, 0
270, 0, 12580, 0, 0
271, 0, 12431, 0, 0
272, 0, 12724, 0, 0
273, 0, 12451, 0, 0
274, 0, 12301, 0, 0
275, 0, 12367, 0, 0
276, 0, 12328, 0, 0
277, 0, 12168, 0, 0
278, 0, 12363, 0, 0
279, 0, 12182, 0, 0
280, 0, 12055, 0, 0
281, 0, 12102, 0, 0
282, 0, 12105, 0, 0
283, 0, 11972, 0, 0
284, 0, 12021, 0, 0
285, 0, 12025, 0, 0
286, 0, 11730, 0, 0
287, 0, 11569, 0, 0
288, 0, 11672, 0, 0
289, 0, 11354, 0, 0
290, 0, 11440, 0, 0
291, 0, 11625, 0, 0
292, 0, 11515, 0, 0
293, 0, 11396, 0, 0
294, 0, 11590, 0, 0
295, 0, 11237, 0, 0
296, 0, 11399, 0, 0
297, 0, 11224, 0, 0
298, 0, 11283, 0, 0
299, 0, 11303, 0, 0
300, 0, 11238, 0, 0
301, 0, 10897, 0, 0
302, 0, 10989, 0, 0
303, 0, 10917, 0, 0
304, 0, 10925, 0, 0
305, 0, 10864, 0, 0
306, 0, 10720, 0, 0
307, 0, 10889, 0, 0
308, 0, 10816, 0, 0
309, 0, 10808, 0, 0
310, 0, 10894, 0, 0
311, 0, 10694, 0, 0
312, 0, 10712, 0, 0
313, 0, 10841, 0, 0
314, 0, 10546, 0, 0
315, 0, 10515, 0, 0
316, 0, 10411, 0, 0
317, 0, 10467, 0, 0
318, 0, 10475, 0, 0
319, 0, 10436, 0, 0
320, 0, 10434, 0, 0
321, 0, 10339, 0, 0
322, 0, 10266, 0, 0
323, 0, 10155, 0, 0
324, 0, 10145, 0, 0
325, 0, 10271, 0, 0
326, 0, 10140, 0, 0
327, 0, 10210, 0, 0
328, 0, 10146, 0, 0
329, 0, 10046, 0, 0
330, 0, 10043, 0, 0
331, 0, 9801, 0, 0
332, 0, 9932, 0, 0
333, 0, 9862, 0, 0
334, 0, 9916, 0, 0
335, 0, 9754, 0, 0
336, 0, 9723, 0, 0
337, 0, 9705, 0, 0
338, 0, 9896, 0, 0
339, 0, 9695, 0, 0
340, 0, 9681, 0, 0
341, 0, 9486, 0, 0
342, 0, 9461, 0, 0
343, 0, 9567, 0, 0
344, 0, 9454, 0, 0
345, 0, 9532, 0, 0
346, 0, 9503, 0, 0
347, 0, 9359, 0, 0
348, 0, 9485, 0, 0
349, 0, 9284, 0, 0
350, 0, 9423, 0, 0
351, 0, 9233, 0, 0
352, 0, 9355, 0, 0
353, 0, 9309, 0, 0
354, 0, 9106, 0, 0
355, 0, 9249, 0, 0
356, 0, 9314, 0, 0
357, 0, 9226, 0, 0
358, 0, 8874, 0, 0
359, 0, 9030, 0, 0
360, 0, 9066, 0, 0
361, 0, 8838, 0, 0
362, 0, 9095, 0, 0
363, 0, 8814, 0, 0
364, 0, 8816, 0, 0
365, 0, 9159, 0, 0
366, 0, 8764, 0, 0
367, 0, 9008, 0, 0
368, 0, 8748, 0, 0
369, 0, 8647, 0, 0
370, 0, 8685, 0, 0
371, 0, 8561, 0, 0
372, 0, 8610, 0, 0
373, 0, 8581, 0, 0
374, 0, 8560, 0, 0
375, 0, 8794, 0, 0
376, 0, 8678, 0, 0
377, 0, 8578, 0, 0
378, 0, 8498, 0, 0
379, 0, 8534, 0, 0
380, 0, 8466, 0, 0
381, 0, 8289, 0, 0
382, 0, 8400, 0, 0
383, 0, 8239, 0, 0
384, 0, 8354, 0, 0
385, 0, 8312, 0, 0
386, 0, 8215, 0, 0
387, 0, 8341, 0, 0
388, 0, 8401, 0, 0
389, 0, 8349, 0, 0
390, 0, 8220, 0, 0
391, 0, 8133, 0, 0
392, 0, 8148, 0, 0
393, 0, 8150, 0, 0
394, 0, 8209, 0, 0
395, 0, 8282, 0, 0
396, 0, 8103, 0, 0
397, 0, 8295, 0, 0
398, 0, 8197, 0, 0
399, 0, 7944, 0, 0
400, 0, 7924, 0, 0
401, 0, 8029, 0, 0
402, 0, 7927, 0, 0
403, 0, 7858, 0, 0
404, 0, 7851, 0, 0
405, 0, 7710, 0, 0
406, 0, 7784, 0, 0
407, 0, 7657, 0, 0
408, 0, 7919, 0, 0
409, 0, 7645, 0, 0
410, 0, 7685, 0, 0
411, 0, 7780, 0, 0
412, 0, 7773, 0, 0
413, 0, 7660, 0, 0
414, 0, 7602, 0, 0
415, 0, 7743, 0, 0
416, 0, 7413, 0, 0
417, 0, 7653, 0, 0
418, 0, 7568, 0, 0
419, 0, 7611, 0, 0
420, 0, 7605, 0, 0
421, 0, 7326, 0, 0
422, 0, 7662, 0, 0
423, 0, 7575, 0, 0
424, 0, 7368, 0, 0
425, 0, 7364, 0, 0
426, 0, 7356, 0, 0
427, 0, 7365, 0, 0
428, 0, 7464, 0, 0
429, 0, 7349, 0, 0
430, 0, 7352, 0, 0
431, 0, 7433, 0, 0
432, 0, 7246, 0, 0
433, 0, 7375, 0, 0
434, 0, 7282, 0, 0
435, 0, 7295, 0, 0
436, 0, 7266, 0, 0
437, 0, 7350, 0, 0
438, 0, 7129, 0, 0
439, 0, 7129, 0, 0
440, 0, 7037, 0, 0
441, 0, 6988, 0, 0
