Adjusted Message Count, Adjusted Occurrence in Buffer from Source, Adjusted Occurrence in Buffer from Source1, Adjusted Occurrence in Service from Source, Adjusted Occurrence in Service from Source1
0, 0.446505, 0.375051, 0.0233583, 0.568938
1, 0.141755, 0.0123214, 0.0777986, 0.0733916
2, 0.0910818, 0.0113189, 0.129055, 0.0832227
3, 0.0691024, 0.0104399, 0.215543, 0.0794592
4, 0.0536705, 0.00969965, 0.554245, 0.0610304
5, 0.0428793, 0.00900895, 0, 0.0397626
6, 0.0339834, 0.0085147, 0, 0.0231201
7, 0.0270375, 0.0080011, 0, 0.013038
8, 0.0213623, 0.00754885, 0, 0.00767635
9, 0.0167557, 0.0071645, 0, 0.00496165
10, 0.013165, 0.0068458, 0, 0.0036
11, 0.0102842, 0.00651395, 0, 0.00282175
12, 0.0080379, 0.00620535, 0, 0.0023519
13, 0.00627245, 0.00596455, 0, 0.002002
14, 0.0046712, 0.005715, 0, 0.0017483
15, 0.0034667, 0.00551865, 0, 0.0015312
16, 0.00263115, 0.00529285, 0, 0.0013525
17, 0.00197895, 0.00512085, 0, 0.00121025
18, 0.0014262, 0.0049724, 0, 0.0011078
19, 0.0010922, 0.004812, 0, 0.0010044
20, 0.00079925, 0.004645, 0, 0.0009193
21, 0.0005835, 0.00454305, 0, 0.0008294
22, 0.00041195, 0.0043741, 0, 0.00078675
23, 0.00028945, 0.00428375, 0, 0.0007209
24, 0.00021565, 0.00416295, 0, 0.0006782
25, 0.0001489, 0.0040945, 0, 0.0006216
26, 0.0001143, 0.0039639, 0, 0.0005894
27, 8.335e-05, 0.00384565, 0, 0.00054765
28, 6.09e-05, 0.00379055, 0, 0.0005232
29, 5.075e-05, 0.003682, 0, 0.00049295
30, 3.74e-05, 0.003615, 0, 0.00046245
31, 1.95e-05, 0.0035584, 0, 0.0004383
32, 9.45e-06, 0.00351795, 0, 0.0004207
33, 7.05e-06, 0.0033977, 0, 0.0003956
34, 5.9e-06, 0.00333975, 0, 0.00037555
35, 2.25e-06, 0.00330585, 0, 0.00035945
36, 1.05e-06, 0.0032134, 0, 0.00034685
37, 4e-07, 0.00317495, 0, 0.00032315
38, 0, 0.00311145, 0, 0.00031375
39, 0, 0.0030328, 0, 0.00030715
40, 0, 0.0029948, 0, 0.0002918
41, 0, 0.0029724, 0, 0.0002809
42, 0, 0.00292055, 0, 0.0002675
43, 0, 0.002869, 0, 0.00026005
44, 0, 0.00282235, 0, 0.00024595
45, 0, 0.0027886, 0, 0.0002387
46, 0, 0.00275955, 0, 0.0002349
47, 0, 0.0026991, 0, 0.0002177
48, 0, 0.00266455, 0, 0.00021845
49, 0, 0.00263745, 0, 0.00021705
50, 0, 0.0025975, 0, 0.0002069
51, 0, 0.0025651, 0, 0.00019815
52, 0, 0.0025259, 0, 0.00018785
53, 0, 0.0024867, 0, 0.00018045
54, 0, 0.0024702, 0, 0.0001733
55, 0, 0.0023983, 0, 0.0001719
56, 0, 0.0023895, 0, 0.0001633
57, 0, 0.0023741, 0, 0.00016995
58, 0, 0.00231155, 0, 0.0001629
59, 0, 0.00229515, 0, 0.00015615
60, 0, 0.0022652, 0, 0.0001505
61, 0, 0.00226045, 0, 0.000145
62, 0, 0.0022167, 0, 0.0001456
63, 0, 0.0022346, 0, 0.000142
64, 0, 0.0021722, 0, 0.00832055
65, 0, 0.0021517, 0, 3.725e-05
66, 0, 0.0021311, 0, 3.735e-05
67, 0, 0.00210075, 0, 4.065e-05
68, 0, 0.00206295, 0, 3.415e-05
69, 0, 0.0020734, 0, 3.605e-05
70, 0, 0.00204315, 0, 3.76e-05
71, 0, 0.0020237, 0, 3.405e-05
72, 0, 0.00198885, 0, 3.605e-05
73, 0, 0.00198535, 0, 3.25e-05
74, 0, 0.00195865, 0, 3.11e-05
75, 0, 0.0019415, 0, 3.165e-05
76, 0, 0.00192045, 0, 3.15e-05
77, 0, 0.0018829, 0, 2.955e-05
78, 0, 0.0018952, 0, 3.115e-05
79, 0, 0.00186525, 0, 2.96e-05
80, 0, 0.00185835, 0, 2.825e-05
81, 0, 0.00182485, 0, 2.83e-05
82, 0, 0.0018164, 0, 3.055e-05
83, 0, 0.00182395, 0, 2.76e-05
84, 0, 0.00177915, 0, 2.485e-05
85, 0, 0.00177205, 0, 2.555e-05
86, 0, 0.0017522, 0, 2.61e-05
87, 0, 0.00172365, 0, 2.495e-05
88, 0, 0.0017166, 0, 2.425e-05
89, 0, 0.0016962, 0, 2.605e-05
90, 0, 0.0016901, 0, 2.26e-05
91, 0, 0.00164485, 0, 2.525e-05
92, 0, 0.00163615, 0, 2.46e-05
93, 0, 0.0016368, 0, 2.52e-05
94, 0, 0.00162955, 0, 2.05e-05
95, 0, 0.0016095, 0, 2.345e-05
96, 0, 0.0016065, 0, 2.125e-05
97, 0, 0.00157165, 0, 2.295e-05
98, 0, 0.0015608, 0, 2.265e-05
99, 0, 0.0015419, 0, 2.155e-05
100, 0, 0.0015381, 0, 1.86e-05
101, 0, 0.0015344, 0, 1.815e-05
102, 0, 0.00150045, 0, 2.125e-05
103, 0, 0.00149775, 0, 2.08e-05
104, 0, 0.00150365, 0, 1.755e-05
105, 0, 0.00148565, 0, 1.855e-05
106, 0, 0.0014785, 0, 1.945e-05
107, 0, 0.00144715, 0, 1.74e-05
108, 0, 0.0014334, 0, 1.73e-05
109, 0, 0.0014406, 0, 1.785e-05
110, 0, 0.00143725, 0, 1.645e-05
111, 0, 0.0014148, 0, 1.545e-05
112, 0, 0.00141165, 0, 1.915e-05
113, 0, 0.00139455, 0, 1.645e-05
114, 0, 0.00138575, 0, 1.57e-05
115, 0, 0.00135505, 0, 1.75e-05
116, 0, 0.0013663, 0, 1.72e-05
117, 0, 0.00134605, 0, 1.59e-05
118, 0, 0.00133805, 0, 1.59e-05
119, 0, 0.0013382, 0, 1.625e-05
120, 0, 0.00133335, 0, 1.51e-05
121, 0, 0.00132265, 0, 1.66e-05
122, 0, 0.0012936, 0, 1.37e-05
123, 0, 0.00129075, 0, 1.375e-05
124, 0, 0.00128425, 0, 1.425e-05
125, 0, 0.00127035, 0, 1.425e-05
126, 0, 0.0012575, 0, 1.435e-05
127, 0, 0.00127175, 0, 1.445e-05
128, 0, 0.0012507, 0, 0.00140315
129, 0, 0.00124195, 0, 2.4e-06
130, 0, 0.0012233, 0, 2.25e-06
131, 0, 0.00123315, 0, 2.35e-06
132, 0, 0.00122535, 0, 2.15e-06
133, 0, 0.0012079, 0, 2e-06
134, 0, 0.00121265, 0, 2e-06
135, 0, 0.0012003, 0, 1.75e-06
136, 0, 0.00118955, 0, 1.95e-06
137, 0, 0.0012029, 0, 1.75e-06
138, 0, 0.0011625, 0, 1.35e-06
139, 0, 0.0011805, 0, 1.95e-06
140, 0, 0.00114345, 0, 1.8e-06
141, 0, 0.0011594, 0, 1.65e-06
142, 0, 0.0011482, 0, 2.2e-06
143, 0, 0.0011398, 0, 1.2e-06
144, 0, 0.00112405, 0, 1.7e-06
145, 0, 0.0011156, 0, 1.9e-06
146, 0, 0.00109795, 0, 1.95e-06
147, 0, 0.00111835, 0, 1.75e-06
148, 0, 0.0011069, 0, 1.55e-06
149, 0, 0.0010811, 0, 2.1e-06
150, 0, 0.00109355, 0, 2.25e-06
151, 0, 0.00109885, 0, 1.35e-06
152, 0, 0.00107665, 0, 1.3e-06
153, 0, 0.00106885, 0, 2.05e-06
154, 0, 0.00104955, 0, 1.9e-06
155, 0, 0.0010634, 0, 1.35e-06
156, 0, 0.001062, 0, 2.05e-06
157, 0, 0.0010442, 0, 1.2e-06
158, 0, 0.0010434, 0, 1.65e-06
159, 0, 0.00102495, 0, 1.25e-06
160, 0, 0.001037, 0, 1.6e-06
161, 0, 0.0010308, 0, 1.8e-06
162, 0, 0.0010208, 0, 1.4e-06
163, 0, 0.0010373, 0, 1.35e-06
164, 0, 0.0010049, 0, 1.35e-06
165, 0, 0.00100465, 0, 1.5e-06
166, 0, 0.0009938, 0, 1.75e-06
167, 0, 0.00099875, 0, 1.4e-06
168, 0, 0.00098525, 0, 1.25e-06
169, 0, 0.0009934, 0, 7.5e-07
170, 0, 0.0009611, 0, 1.5e-06
171, 0, 0.00097045, 0, 1.25e-06
172, 0, 0.00095655, 0, 1.05e-06
173, 0, 0.0009709, 0, 1.4e-06
174, 0, 0.0009597, 0, 1.25e-06
175, 0, 0.00094835, 0, 1.3e-06
176, 0, 0.0009412, 0, 1e-06
177, 0, 0.0009387, 0, 7.5e-07
178, 0, 0.0009232, 0, 1.3e-06
179, 0, 0.00090305, 0, 1.05e-06
180, 0, 0.00093175, 0, 1.15e-06
181, 0, 0.0009082, 0, 7e-07
182, 0, 0.0009142, 0, 9.5e-07
183, 0, 0.0009161, 0, 7.5e-07
184, 0, 0.0008976, 0, 6.5e-07
185, 0, 0.00089775, 0, 1.2e-06
186, 0, 0.00090495, 0, 1.2e-06
187, 0, 0.0008844, 0, 1.35e-06
188, 0, 0.00089505, 0, 1.35e-06
189, 0, 0.00086715, 0, 1e-06
190, 0, 0.0008775, 0, 1e-06
191, 0, 0.00086635, 0, 1.15e-06
192, 0, 0.00087, 0, 9.37e-05
193, 0, 0.0008706, 0, 5e-08
194, 0, 0.00085585, 0, 0
195, 0, 0.0008534, 0, 0
196, 0, 0.000851, 0, 5e-08
197, 0, 0.0008459, 0, 0
198, 0, 0.0008433, 0, 0
199, 0, 0.00083675, 0, 1e-07
200, 0, 0.00083785, 0, 0
201, 0, 0.00083155, 0, 5e-08
202, 0, 0.0008322, 0, 5e-08
203, 0, 0.0008227, 0, 0
204, 0, 0.0008282, 0, 0
205, 0, 0.00081725, 0, 5e-08
206, 0, 0.00081385, 0, 0
207, 0, 0.0007931, 0, 0
208, 0, 0.00080445, 0, 0
209, 0, 0.00080265, 0, 5e-08
210, 0, 0.00079265, 0, 5e-08
211, 0, 0.0007981, 0, 5e-08
212, 0, 0.0007879, 0, 0
213, 0, 0.00077835, 0, 1e-07
214, 0, 0.00077135, 0, 5e-08
215, 0, 0.00078695, 0, 5e-08
216, 0, 0.0007695, 0, 5e-08
217, 0, 0.0007599, 0, 5e-08
218, 0, 0.00077145, 0, 1e-07
219, 0, 0.0007552, 0, 5e-08
220, 0, 0.0007471, 0, 0
221, 0, 0.00076855, 0, 1e-07
222, 0, 0.00075985, 0, 0
223, 0, 0.0007466, 0, 0
224, 0, 0.00075515, 0, 0
225, 0, 0.00073515, 0, 0
226, 0, 0.0007371, 0, 5e-08
227, 0, 0.0007421, 0, 0
228, 0, 0.0007289, 0, 1e-07
229, 0, 0.0007281, 0, 5e-08
230, 0, 0.0007289, 0, 0
231, 0, 0.00073225, 0, 5e-08
232, 0, 0.0007085, 0, 0
233, 0, 0.0006995, 0, 0
234, 0, 0.0007111, 0, 0
